,Diet_Composition
545,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7827&GenusName=Coris&SpeciesName=flavovittata&stockcode=8137
546,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5625&GenusName=Coris&SpeciesName=gaimard&stockcode=5919
547,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=58&GenusName=Coris&SpeciesName=julis&stockcode=68
548,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=12793&GenusName=Coris&SpeciesName=sandeyeri&stockcode=13121
549,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7826&GenusName=Coris&SpeciesName=venusta&stockcode=8136
550,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6&GenusName=Coryphaena&SpeciesName=hippurus&stockcode=1884
551,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8467&GenusName=Coryphaenoides&SpeciesName=acrolepis&stockcode=8781
552,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8473&GenusName=Coryphaenoides&SpeciesName=cinereus&stockcode=8787
553,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8474&GenusName=Coryphaenoides&SpeciesName=longifilis&stockcode=8788
554,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7644&GenusName=Coryphoblennius&SpeciesName=galerita&stockcode=7952
555,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3844&GenusName=Coryphopterus&SpeciesName=glaucofraenum&stockcode=4040
556,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5960&GenusName=Corythoichthys&SpeciesName=haematopterus&stockcode=6269
557,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5961&GenusName=Corythoichthys&SpeciesName=intestinalis&stockcode=6270
558,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=62257&GenusName=Cottocomephorus&SpeciesName=alexandrae&stockcode=52226
559,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4495&GenusName=Cottocomephorus&SpeciesName=grewingkii&stockcode=4693
560,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=26381&GenusName=Cottocomephorus&SpeciesName=inermis&stockcode=20658
561,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=9199&GenusName=Cottunculus&SpeciesName=microps&stockcode=9520
562,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4061&GenusName=Cottus&SpeciesName=aleuticus&stockcode=4257
563,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4062&GenusName=Cottus&SpeciesName=asper&stockcode=4258
564,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2439&GenusName=Cottus&SpeciesName=gobio&stockcode=2633
565,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=51515&GenusName=Cristiceps&SpeciesName=australis&stockcode=43050
566,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7038&GenusName=Cryothenia&SpeciesName=peninsulae&stockcode=7376
567,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3815&GenusName=Cryptacanthodes&SpeciesName=maculatus&stockcode=4011
568,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1262&GenusName=Ctenochaetus&SpeciesName=striatus&stockcode=1279
569,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&stockcode=71
570,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella&stockcode=88
571,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1168&GenusName=Ctenosciaena&SpeciesName=gracilicirrhus&stockcode=1184
572,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10197&GenusName=Cubiceps&SpeciesName=baxteri&stockcode=10520
573,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8397&GenusName=Cubiceps&SpeciesName=caeruleus&stockcode=8711
574,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=9888&GenusName=Cubiceps&SpeciesName=capensis&stockcode=10211
575,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1710&GenusName=Cubiceps&SpeciesName=gracilis&stockcode=1906
576,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=51639&GenusName=Cubiceps&SpeciesName=macrolepis&stockcode=43152
577,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=51638&GenusName=Cubiceps&SpeciesName=nanus&stockcode=43151
578,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5049&GenusName=Cubiceps&SpeciesName=pauciradiatus&stockcode=5285
579,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8028&GenusName=Cubiceps&SpeciesName=whiteleggii&stockcode=8339
580,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3271&GenusName=Culaea&SpeciesName=inconstans&stockcode=3467
581,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=46708&GenusName=Culter&SpeciesName=alburnus&stockcode=39346
582,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10313&GenusName=Cyclocheilichthys&SpeciesName=apogon&stockcode=10636
583,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&stockcode=72
584,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7099&GenusName=Cygnodraco&SpeciesName=mawsoni&stockcode=7481
585,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=12826&GenusName=Cymbacephalus&SpeciesName=beauforti&stockcode=13153
586,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7523&GenusName=Cynoglossus&SpeciesName=arel&stockcode=7828
587,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8958&GenusName=Cynoglossus&SpeciesName=joyneri&stockcode=9279
588,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5489&GenusName=Cynoglossus&SpeciesName=lida&stockcode=5764
589,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=17172&GenusName=Cynoglossus&SpeciesName=semilaevis&stockcode=15473
590,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7684&GenusName=Cynoglossus&SpeciesName=zanzibarensis&stockcode=7993
591,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=403&GenusName=Cynoscion&SpeciesName=analis&stockcode=417
592,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1170&GenusName=Cynoscion&SpeciesName=arenarius&stockcode=1186
593,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=52918&GenusName=Cynoscion&SpeciesName=guatucupa&stockcode=43947
594,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1171&GenusName=Cynoscion&SpeciesName=jamaicensis&stockcode=1187
595,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14027&GenusName=Cynoscion&SpeciesName=nannus&stockcode=13966
596,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=405&GenusName=Cynoscion&SpeciesName=nebulosus&stockcode=419
597,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1175&GenusName=Cynoscion&SpeciesName=nothus&stockcode=1191
598,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis&stockcode=420
599,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=407&GenusName=Cynoscion&SpeciesName=striatus&stockcode=421
600,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3582&GenusName=Cynoscion&SpeciesName=xanthulus&stockcode=3778
601,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48064&GenusName=Cyphocottus&SpeciesName=megalops&stockcode=40364
602,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2903&GenusName=Cyprinella&SpeciesName=spiloptera&stockcode=3099
603,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3175&GenusName=Cyprinodon&SpeciesName=nevadensis&stockcode=3371
604,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&stockcode=1643
605,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans&stockcode=1037
606,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=669&GenusName=Dalatias&SpeciesName=licha&stockcode=685
607,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4653&GenusName=Danio&SpeciesName=rerio&stockcode=4841
608,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7816&GenusName=Dascyllus&SpeciesName=albisella&stockcode=8126
609,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&stockcode=5345
610,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4085&GenusName=Dasycottus&SpeciesName=setiger&stockcode=4281
611,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4473&GenusName=Dawkinsia&SpeciesName=filamentosa&stockcode=4671
612,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=670&GenusName=Deania&SpeciesName=calcea&stockcode=686
613,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=672&GenusName=Deania&SpeciesName=profundorum&stockcode=688
614,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1902&GenusName=Decapterus&SpeciesName=koheru&stockcode=2098
615,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=993&GenusName=Decapterus&SpeciesName=macarellus&stockcode=1009
616,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=994&GenusName=Decapterus&SpeciesName=punctatus&stockcode=1010
617,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=374&GenusName=Decapterus&SpeciesName=russelli&stockcode=388
618,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=13696&GenusName=Deckertichthys&SpeciesName=aureolus&stockcode=13763
619,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=46309&GenusName=Dellichthys&SpeciesName=morelandi&stockcode=39024
620,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=16282&GenusName=Deltentosteus&SpeciesName=quadrimaculatus&stockcode=15055
621,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4912&GenusName=Dendrochirus&SpeciesName=brachypterus&stockcode=5145
622,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5828&GenusName=Dendrochirus&SpeciesName=zebra&stockcode=6126
623,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=439&GenusName=Dentex&SpeciesName=dentex&stockcode=453
624,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=438&GenusName=Dentex&SpeciesName=macrophthalmus&stockcode=452
625,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=50936&GenusName=Deuterodon&SpeciesName=langei&stockcode=46807
626,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4760&GenusName=Devario&SpeciesName=malabaricus&stockcode=4984
627,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8841&GenusName=Dexistes&SpeciesName=rikuzenius&stockcode=9162
628,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4465&GenusName=Diagramma&SpeciesName=pictum&stockcode=4662
629,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=24665&GenusName=Diaphus&SpeciesName=danae&stockcode=19549
630,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10175&GenusName=Diaphus&SpeciesName=taaningi&stockcode=10498
631,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2732&GenusName=Diaphus&SpeciesName=theta&stockcode=2928
632,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3563&GenusName=Diapterus&SpeciesName=auratus&stockcode=3759
633,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10430&GenusName=Diapterus&SpeciesName=peruvianus&stockcode=10751
634,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1048&GenusName=Diapterus&SpeciesName=rhombeus&stockcode=1064
635,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax&stockcode=73
636,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7300&GenusName=Dinematichthys&SpeciesName=iluocoeteoides&stockcode=7600
637,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4659&GenusName=Diodon&SpeciesName=holocanthus&stockcode=5717
638,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1022&GenusName=Diodon&SpeciesName=hystrix&stockcode=1038
639,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6552&GenusName=Diodon&SpeciesName=liturosus&stockcode=6873
640,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=64&GenusName=Diplecogaster&SpeciesName=bimaculata&stockcode=4712
641,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=64&GenusName=Diplecogaster&SpeciesName=bimaculata&stockcode=74
642,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14230&GenusName=Diplectrum&SpeciesName=eumelum&stockcode=14094
643,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1203&GenusName=Diplectrum&SpeciesName=formosum&stockcode=1219
644,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis&stockcode=1948
645,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1231&GenusName=Diplodus&SpeciesName=holbrookii&stockcode=1247
646,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1749&GenusName=Diplodus&SpeciesName=puntazzo&stockcode=1945
647,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1753&GenusName=Diplodus&SpeciesName=sargus&stockcode=1949
648,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1754&GenusName=Diplodus&SpeciesName=vulgaris&stockcode=1950
649,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2561&GenusName=Dipturus&SpeciesName=laevis&stockcode=2757
650,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7616&GenusName=Dipturus&SpeciesName=oxyrinchus&stockcode=7920
651,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6608&GenusName=Dischistodus&SpeciesName=prosopotaenia&stockcode=6928
652,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7039&GenusName=Dissostichus&SpeciesName=mawsoni&stockcode=7377
653,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2406&GenusName=Distichodus&SpeciesName=rostratus&stockcode=2600
654,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=13038&GenusName=Ditrema&SpeciesName=temminckii+temminckii&stockcode=13361
655,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3826&GenusName=Dormitator&SpeciesName=latifrons&stockcode=4022
656,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3827&GenusName=Dormitator&SpeciesName=maculatus&stockcode=4023
657,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1606&GenusName=Dorosoma&SpeciesName=petenense&stockcode=1799
658,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=17407&GenusName=Echelus&SpeciesName=uropterus&stockcode=15593
659,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2467&GenusName=Echeneis&SpeciesName=naucrates&stockcode=2661
660,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2609&GenusName=Echidna&SpeciesName=catenata&stockcode=2805
661,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5389&GenusName=Echidna&SpeciesName=polyzona&stockcode=5648
662,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1364&GenusName=Echiichthys&SpeciesName=vipera&stockcode=1382
663,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=641&GenusName=Echinorhinus&SpeciesName=brucus&stockcode=657
664,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=12221&GenusName=Eigenmannia&SpeciesName=virescens&stockcode=12547
665,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=412&GenusName=Elagatis&SpeciesName=bipinnulata&stockcode=426
666,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6637&GenusName=Elates&SpeciesName=ransonnettii&stockcode=6957
667,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6984&GenusName=Electrona&SpeciesName=antarctica&stockcode=7398
668,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6985&GenusName=Electrona&SpeciesName=carlsbergi&stockcode=7405
669,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=315&GenusName=Eleginus&SpeciesName=gracilis&stockcode=329
670,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=314&GenusName=Eleginus&SpeciesName=nawaga&stockcode=328
671,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=11794&GenusName=Eleotris&SpeciesName=acanthopoma&stockcode=12119
672,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=28013&GenusName=Eleotris&SpeciesName=amblyopsis&stockcode=38643
673,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8034&GenusName=Eleotris&SpeciesName=fusca&stockcode=8345
674,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3829&GenusName=Eleotris&SpeciesName=pisonis&stockcode=4025
675,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=340&GenusName=Eleutheronema&SpeciesName=tetradactylum&stockcode=354
676,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5656&GenusName=Ellochelon&SpeciesName=vaigiensis&stockcode=6149
677,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5512&GenusName=Elops&SpeciesName=machnata&stockcode=5801
678,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=175&GenusName=Elops&SpeciesName=saurus&stockcode=189
679,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3628&GenusName=Embiotoca&SpeciesName=jacksoni&stockcode=3824
680,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3629&GenusName=Embiotoca&SpeciesName=lateralis&stockcode=3825
681,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=395&GenusName=Emmelichthys&SpeciesName=nitidus+nitidus&stockcode=409
682,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1874&GenusName=Enchelyopus&SpeciesName=cimbrius&stockcode=2070
683,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=555&GenusName=Encrasicholina&SpeciesName=devisi&stockcode=571
684,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=556&GenusName=Encrasicholina&SpeciesName=heteroloba&stockcode=572
685,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5138&GenusName=Engraulicypris&SpeciesName=sardella&stockcode=5374
686,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=66&GenusName=Engraulis&SpeciesName=encrasicolus&stockcode=76
687,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1663&GenusName=Engraulis&SpeciesName=japonicus&stockcode=1856
688,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1664&GenusName=Engraulis&SpeciesName=mordax&stockcode=1857
689,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4&GenusName=Engraulis&SpeciesName=ringens&stockcode=4
690,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1324&GenusName=Engyprosopon&SpeciesName=grandisquama&stockcode=1342
691,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4087&GenusName=Enophrys&SpeciesName=diceraus&stockcode=4283
692,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4341&GenusName=Enoplosus&SpeciesName=armatus&stockcode=4527
693,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=11867&GenusName=Enteromius&SpeciesName=bifrenatus&stockcode=12193
694,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7571&GenusName=Enteromius&SpeciesName=paludinosus&stockcode=7876
695,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8388&GenusName=Enteromius&SpeciesName=toppini&stockcode=8702
696,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=11500&GenusName=Enteromius&SpeciesName=unitaeniatus&stockcode=11826
697,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3756&GenusName=Entomacrodus&SpeciesName=nigricans&stockcode=3952
698,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5606&GenusName=Epibulus&SpeciesName=insidiator&stockcode=5898
699,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2507&GenusName=Epigonus&SpeciesName=denticulatus&stockcode=2703
700,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=54916&GenusName=Epigonus&SpeciesName=elegans&stockcode=45469
701,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2508&GenusName=Epigonus&SpeciesName=telescopus&stockcode=2704
702,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14&GenusName=Epinephelus&SpeciesName=adscensionis&stockcode=20
703,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5367&GenusName=Epinephelus&SpeciesName=areolatus&stockcode=5622
704,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6440&GenusName=Epinephelus&SpeciesName=coeruleopunctatus&stockcode=6761
705,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6465&GenusName=Epinephelus&SpeciesName=coioides&stockcode=6787
706,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5349&GenusName=Epinephelus&SpeciesName=cyanopodus&stockcode=5588
707,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5348&GenusName=Epinephelus&SpeciesName=fasciatus&stockcode=5587
708,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=15&GenusName=Epinephelus&SpeciesName=guttatus&stockcode=21
709,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=16&GenusName=Epinephelus&SpeciesName=itajara&stockcode=24
710,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6661&GenusName=Epinephelus&SpeciesName=macrospilos&stockcode=6981
711,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5350&GenusName=Epinephelus&SpeciesName=maculatus&stockcode=5589
712,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6439&GenusName=Epinephelus&SpeciesName=malabaricus&stockcode=6760
713,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6470&GenusName=Epinephelus&SpeciesName=marginatus&stockcode=6792
714,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4923&GenusName=Epinephelus&SpeciesName=merra&stockcode=5156
715,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=17&GenusName=Epinephelus&SpeciesName=morio&stockcode=25
716,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6472&GenusName=Epinephelus&SpeciesName=ongus&stockcode=6794
717,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6473&GenusName=Epinephelus&SpeciesName=polyphekadion&stockcode=6795
718,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=6475&GenusName=Epinephelus&SpeciesName=quoyanus&stockcode=6797
719,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4825&GenusName=Epinephelus&SpeciesName=sexfasciatus&stockcode=5054
720,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=18&GenusName=Epinephelus&SpeciesName=striatus&stockcode=26
721,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3584&GenusName=Equetus&SpeciesName=lanceolatus&stockcode=3780
722,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3585&GenusName=Equetus&SpeciesName=punctatus&stockcode=3781
723,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4453&GenusName=Equulites&SpeciesName=leuciscus&stockcode=4651
724,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=23466&GenusName=Equulites&SpeciesName=rivulatus&stockcode=18646
725,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8577&GenusName=Eretmodus&SpeciesName=cyanostictus&stockcode=8892
726,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5919&GenusName=Eridacnis&SpeciesName=radcliffei&stockcode=6228
727,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1522&GenusName=Escualosa&SpeciesName=thoracata&stockcode=1715
728,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5150&GenusName=Esomus&SpeciesName=danrica&stockcode=5389
729,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=258&GenusName=Esox&SpeciesName=lucius&stockcode=272
730,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2711&GenusName=Esox&SpeciesName=masquinongy&stockcode=2907
731,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4638&GenusName=Esox&SpeciesName=reichertii&stockcode=4826
732,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=87&GenusName=Etelis&SpeciesName=carbunculus&stockcode=102
733,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1385&GenusName=Etelis&SpeciesName=coruscans&stockcode=1406
734,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3420&GenusName=Etheostoma&SpeciesName=exile&stockcode=3616
735,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3431&GenusName=Etheostoma&SpeciesName=jordani&stockcode=3627
736,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3459&GenusName=Etheostoma&SpeciesName=rubrum&stockcode=3655
737,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1594&GenusName=Ethmalosa&SpeciesName=fimbriata&stockcode=1787
738,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1593&GenusName=Ethmidium&SpeciesName=maculatum&stockcode=1786
739,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=54017&GenusName=Etmopterus&SpeciesName=baxteri&stockcode=44799
740,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=675&GenusName=Etmopterus&SpeciesName=brachyurus&stockcode=691
741,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=25483&GenusName=Etmopterus&SpeciesName=compagnoi&stockcode=20111
742,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=679&GenusName=Etmopterus&SpeciesName=granulosus&stockcode=695
743,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=681&GenusName=Etmopterus&SpeciesName=lucifer&stockcode=697
744,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=683&GenusName=Etmopterus&SpeciesName=princeps&stockcode=699
745,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=684&GenusName=Etmopterus&SpeciesName=pusillus&stockcode=700
746,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=66301&GenusName=Etmopterus&SpeciesName=sculptus&stockcode=56961
747,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=687&GenusName=Etmopterus&SpeciesName=spinax&stockcode=703
748,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=688&GenusName=Etmopterus&SpeciesName=unicolor&stockcode=704
749,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8703&GenusName=Etroplus&SpeciesName=maculatus&stockcode=9021
750,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4681&GenusName=Etroplus&SpeciesName=suratensis&stockcode=4899
751,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4221&GenusName=Etropus&SpeciesName=crossotus&stockcode=4417
752,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=57918&GenusName=Etropus&SpeciesName=longimanus&stockcode=47481
753,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1455&GenusName=Etrumeus&SpeciesName=sadina&stockcode=1648
754,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1049&GenusName=Eucinostomus&SpeciesName=argenteus&stockcode=1065
