,Larvae_Information
519,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5486&GenusName=Chrysiptera&SpeciesName=rollandi&stockcode=5761
520,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5700&GenusName=Chrysiptera&SpeciesName=talboti&stockcode=5993
521,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1290&GenusName=Ciliata&SpeciesName=mustela&stockcode=1307
522,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1873&GenusName=Ciliata&SpeciesName=septentrionalis&stockcode=2069
523,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5106&GenusName=Cirrhilabrus&SpeciesName=cyanopleura&stockcode=5341
524,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5484&GenusName=Cirrhilabrus&SpeciesName=temminckii&stockcode=5759
525,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27077&GenusName=Cirrimaxilla&SpeciesName=formosa&stockcode=21185
526,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4385&GenusName=Cirripectes&SpeciesName=alboapicalis&stockcode=4580
527,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59271&GenusName=Cirripectes&SpeciesName=alleni&stockcode=48999
528,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4386&GenusName=Cirripectes&SpeciesName=auritus&stockcode=4581
529,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4387&GenusName=Cirripectes&SpeciesName=castaneus&stockcode=4582
530,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4388&GenusName=Cirripectes&SpeciesName=chelomatus&stockcode=4583
531,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4389&GenusName=Cirripectes&SpeciesName=filamentosus&stockcode=4584
532,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4390&GenusName=Cirripectes&SpeciesName=fuscoguttatus&stockcode=4585
533,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4391&GenusName=Cirripectes&SpeciesName=gilberti&stockcode=4586
534,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=65785&GenusName=Cirripectes&SpeciesName=heemstraorum&stockcode=55990
535,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4392&GenusName=Cirripectes&SpeciesName=hutchinsi&stockcode=4587
536,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4393&GenusName=Cirripectes&SpeciesName=imitator&stockcode=4588
537,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4394&GenusName=Cirripectes&SpeciesName=jenningsi&stockcode=4589
538,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4395&GenusName=Cirripectes&SpeciesName=kuwamurai&stockcode=4590
539,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4396&GenusName=Cirripectes&SpeciesName=obscurus&stockcode=4592
540,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4397&GenusName=Cirripectes&SpeciesName=perustus&stockcode=4591
541,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4398&GenusName=Cirripectes&SpeciesName=polyzona&stockcode=4593
542,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4399&GenusName=Cirripectes&SpeciesName=quagga&stockcode=4594
543,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4400&GenusName=Cirripectes&SpeciesName=randalli&stockcode=4595
544,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4401&GenusName=Cirripectes&SpeciesName=springeri&stockcode=4596
545,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4402&GenusName=Cirripectes&SpeciesName=stigmaticus&stockcode=4597
546,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4403&GenusName=Cirripectes&SpeciesName=vanderbilti&stockcode=4598
547,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4404&GenusName=Cirripectes&SpeciesName=variolosus&stockcode=4599
548,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4405&GenusName=Cirripectes&SpeciesName=viriosus&stockcode=4600
549,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=53820&GenusName=Cirrisalarias&SpeciesName=bunares&stockcode=44638
550,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4215&GenusName=Citharichthys&SpeciesName=sordidus&stockcode=4411
551,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4217&GenusName=Citharichthys&SpeciesName=stigmaeus&stockcode=4413
552,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1934&GenusName=Clarias&SpeciesName=gariepinus&stockcode=2130
553,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59622&GenusName=Clarkichthys&SpeciesName=bilineatus&stockcode=49353
554,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3656&GenusName=Clepticus&SpeciesName=parrae&stockcode=3852
555,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3840&GenusName=Clevelandia&SpeciesName=ios&stockcode=4036
556,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1793&GenusName=Clinitrachus&SpeciesName=argentatus&stockcode=1989
557,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4056&GenusName=Clinocottus&SpeciesName=acuticeps&stockcode=4252
558,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4058&GenusName=Clinocottus&SpeciesName=embryum&stockcode=4254
559,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4059&GenusName=Clinocottus&SpeciesName=globiceps&stockcode=4255
560,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4060&GenusName=Clinocottus&SpeciesName=recalvus&stockcode=4256
561,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24&GenusName=Clupea&SpeciesName=harengus&stockcode=56760
562,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24&GenusName=Clupea&SpeciesName=harengus&stockcode=32
563,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1520&GenusName=Clupea&SpeciesName=pallasii+pallasii&stockcode=1713
564,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1567&GenusName=Clupeichthys&SpeciesName=aesarnensis&stockcode=1760
565,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1469&GenusName=Clupeonella&SpeciesName=abrau&stockcode=1662
566,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12092&GenusName=Cnidoglanis&SpeciesName=macrocephalus&stockcode=12418
567,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=52517&GenusName=Cobitis&SpeciesName=arachthosensis&stockcode=43678
568,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6565&GenusName=Cobitis&SpeciesName=biwae&stockcode=6886
569,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16728&GenusName=Coccorella&SpeciesName=atlantica&stockcode=15210
570,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7895&GenusName=Cociella&SpeciesName=crocodilus&stockcode=8206
571,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1726&GenusName=Coelorinchus&SpeciesName=caelorhincus&stockcode=1922
572,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8465&GenusName=Coelorinchus&SpeciesName=scaphopsis&stockcode=8779
573,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=625&GenusName=Coilia&SpeciesName=dussumieri&stockcode=641
574,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=630&GenusName=Coilia&SpeciesName=nasus&stockcode=646
575,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=634&GenusName=Coilia&SpeciesName=reynaldi&stockcode=650
576,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9067&GenusName=Coloconger&SpeciesName=cadenati&stockcode=9388
577,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23279&GenusName=Coloconger&SpeciesName=japonicus&stockcode=18496
578,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27788&GenusName=Coloconger&SpeciesName=meadi&stockcode=21710
579,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23277&GenusName=Coloconger&SpeciesName=raniceps&stockcode=18495
580,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7674&GenusName=Coloconger&SpeciesName=scholesi&stockcode=7983
581,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=303&GenusName=Cololabis&SpeciesName=saira&stockcode=317
582,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6654&GenusName=Conger&SpeciesName=cinereus&stockcode=6974
583,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=301&GenusName=Conger&SpeciesName=conger&stockcode=315
584,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23284&GenusName=Conger&SpeciesName=japonicus&stockcode=18502
585,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=302&GenusName=Conger&SpeciesName=myriaster&stockcode=316
586,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=300&GenusName=Conger&SpeciesName=oceanicus&stockcode=314
587,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7675&GenusName=Conger&SpeciesName=wilsoni&stockcode=7984
588,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=11713&GenusName=Congresox&SpeciesName=talabonoides&stockcode=12039
589,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13706&GenusName=Conodon&SpeciesName=serrifer&stockcode=13770
590,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=52761&GenusName=Conorhynchos&SpeciesName=conirostris&stockcode=43872
591,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=231&GenusName=Coregonus&SpeciesName=albula&stockcode=245
592,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=235&GenusName=Coregonus&SpeciesName=artedi&stockcode=249
593,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=234&GenusName=Coregonus&SpeciesName=clupeaformis&stockcode=248
594,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=232&GenusName=Coregonus&SpeciesName=lavaretus&stockcode=246
595,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6191&GenusName=Coreobagrus&SpeciesName=ichikawai&stockcode=6504
596,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23632&GenusName=Coreoperca&SpeciesName=kawamebari&stockcode=18781
597,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25688&GenusName=Coris&SpeciesName=batuensis&stockcode=20265
598,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7827&GenusName=Coris&SpeciesName=flavovittata&stockcode=8137
599,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5625&GenusName=Coris&SpeciesName=gaimard&stockcode=5919
600,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=58&GenusName=Coris&SpeciesName=julis&stockcode=68
601,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7826&GenusName=Coris&SpeciesName=venusta&stockcode=8136
602,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7&GenusName=Coryphaena&SpeciesName=equiselis&stockcode=9
603,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6&GenusName=Coryphaena&SpeciesName=hippurus&stockcode=1884
604,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8467&GenusName=Coryphaenoides&SpeciesName=acrolepis&stockcode=8781
605,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24679&GenusName=Coryphaenoides&SpeciesName=filifer&stockcode=19557
606,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=17101&GenusName=Coryphaenoides&SpeciesName=leptolepis&stockcode=15454
607,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7644&GenusName=Coryphoblennius&SpeciesName=galerita&stockcode=7952
608,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=63493&GenusName=Coryphopterus&SpeciesName=kuna&stockcode=53644
609,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=26381&GenusName=Cottocomephorus&SpeciesName=inermis&stockcode=20658
610,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4061&GenusName=Cottus&SpeciesName=aleuticus&stockcode=4257
611,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4062&GenusName=Cottus&SpeciesName=asper&stockcode=4258
612,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4065&GenusName=Cottus&SpeciesName=bairdii&stockcode=4261
613,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4068&GenusName=Cottus&SpeciesName=cognatus&stockcode=4264
614,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2439&GenusName=Cottus&SpeciesName=gobio&stockcode=2633
615,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4083&GenusName=Cottus&SpeciesName=ricei&stockcode=4279
616,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=51510&GenusName=Creedia&SpeciesName=haswelli&stockcode=43045
617,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=17070&GenusName=Cremnochorites&SpeciesName=capensis&stockcode=15440
618,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5653&GenusName=Crenimugil&SpeciesName=crenilabis&stockcode=5952
619,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5659&GenusName=Crenimugil&SpeciesName=seheli&stockcode=5951
620,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46606&GenusName=Crocodilichthys&SpeciesName=gracilis&stockcode=39262
621,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6457&GenusName=Cromileptes&SpeciesName=altivelis&stockcode=6779
622,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7560&GenusName=Crossosalarias&SpeciesName=macrospilus&stockcode=7864
623,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3815&GenusName=Cryptacanthodes&SpeciesName=maculatus&stockcode=4011
624,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46327&GenusName=Cryptichthys&SpeciesName=jojettae&stockcode=39039
625,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3098&GenusName=Cryptopsaras&SpeciesName=couesii&stockcode=3294
626,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=60&GenusName=Crystallogobius&SpeciesName=linearis&stockcode=70
627,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6012&GenusName=Ctenochaetus&SpeciesName=binotatus&stockcode=6326
628,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3858&GenusName=Ctenogobius&SpeciesName=boleosoma&stockcode=4054
629,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&stockcode=71
630,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella&stockcode=88
631,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10197&GenusName=Cubiceps&SpeciesName=baxteri&stockcode=10520
632,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1710&GenusName=Cubiceps&SpeciesName=gracilis&stockcode=1906
633,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5049&GenusName=Cubiceps&SpeciesName=pauciradiatus&stockcode=5285
634,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3271&GenusName=Culaea&SpeciesName=inconstans&stockcode=3467
635,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&stockcode=72
636,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5116&GenusName=Cyclothone&SpeciesName=acclinidens&stockcode=5352
637,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9968&GenusName=Cyclothone&SpeciesName=alba&stockcode=10291
638,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7384&GenusName=Cyclothone&SpeciesName=atraria&stockcode=7684
639,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1774&GenusName=Cyclothone&SpeciesName=braueri&stockcode=1970
640,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1775&GenusName=Cyclothone&SpeciesName=microdon&stockcode=1971
641,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6966&GenusName=Cyclothone&SpeciesName=pallida&stockcode=7287
642,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6967&GenusName=Cyclothone&SpeciesName=pseudopallida&stockcode=7290
643,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25278&GenusName=Cyclothone&SpeciesName=signata&stockcode=20022
644,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9108&GenusName=Cyema&SpeciesName=atrum&stockcode=9429
645,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3626&GenusName=Cymatogaster&SpeciesName=aggregata&stockcode=3822
646,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6081&GenusName=Cymolutes&SpeciesName=lecluse&stockcode=6395
647,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5607&GenusName=Cymolutes&SpeciesName=praetextatus&stockcode=5899
648,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5455&GenusName=Cynoglossus&SpeciesName=bilineatus&stockcode=5725
649,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8958&GenusName=Cynoglossus&SpeciesName=joyneri&stockcode=9279
650,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4807&GenusName=Cynoglossus&SpeciesName=puncticeps&stockcode=5036
651,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis&stockcode=420
652,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27826&GenusName=Cyphocharax&SpeciesName=helleri&stockcode=21729
653,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7764&GenusName=Cyprinocirrhites&SpeciesName=polyactis&stockcode=8074
654,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3181&GenusName=Cyprinodon&SpeciesName=variegatus&stockcode=3377
655,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&stockcode=1643
656,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13690&GenusName=Cypselurus&SpeciesName=angusticeps&stockcode=13758
657,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12986&GenusName=Cypselurus&SpeciesName=hiraii&stockcode=13308
658,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7726&GenusName=Cypselurus&SpeciesName=naresii&stockcode=8035
659,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5122&GenusName=Cypselurus&SpeciesName=poecilopterus&stockcode=5358
660,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23043&GenusName=Cypselurus&SpeciesName=starksi&stockcode=18299
661,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7112&GenusName=Dacodraco&SpeciesName=hunteri&stockcode=7550
662,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans&stockcode=1037
663,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis&stockcode=2901
664,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1789&GenusName=Dalophis&SpeciesName=imberbis&stockcode=1985
665,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7388&GenusName=Danaphos&SpeciesName=oculatus&stockcode=7689
666,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4653&GenusName=Danio&SpeciesName=rerio&stockcode=4841
667,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7816&GenusName=Dascyllus&SpeciesName=albisella&stockcode=8126
668,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&stockcode=5345
669,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5111&GenusName=Dascyllus&SpeciesName=melanurus&stockcode=5346
670,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5113&GenusName=Dascyllus&SpeciesName=reticulatus&stockcode=5348
671,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5112&GenusName=Dascyllus&SpeciesName=trimaculatus&stockcode=5347
672,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4085&GenusName=Dasycottus&SpeciesName=setiger&stockcode=4281
673,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=993&GenusName=Decapterus&SpeciesName=macarellus&stockcode=1009
674,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1938&GenusName=Decapterus&SpeciesName=macrosoma&stockcode=2134
675,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1939&GenusName=Decapterus&SpeciesName=maruadsi&stockcode=2135
676,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12302&GenusName=Decapterus&SpeciesName=muroadsi&stockcode=12628
677,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=374&GenusName=Decapterus&SpeciesName=russelli&stockcode=388
678,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=439&GenusName=Dentex&SpeciesName=dentex&stockcode=453
679,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4710&GenusName=Dentex&SpeciesName=tumifrons&stockcode=4930
680,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7445&GenusName=Derichthys&SpeciesName=serpentinus&stockcode=7747
681,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=11298&GenusName=Dermogenys&SpeciesName=pusilla&stockcode=11623
682,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3262&GenusName=Desmodema&SpeciesName=lorum&stockcode=3458
683,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3263&GenusName=Desmodema&SpeciesName=polystictum&stockcode=3459
684,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16650&GenusName=Diaphus&SpeciesName=diadematus&stockcode=15167
685,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1711&GenusName=Diaphus&SpeciesName=holti&stockcode=1907
686,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12413&GenusName=Diaphus&SpeciesName=mollis&stockcode=12742
687,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46966&GenusName=Diaphus&SpeciesName=pacificus&stockcode=39555
688,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1712&GenusName=Diaphus&SpeciesName=rafinesquii&stockcode=1908
689,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2732&GenusName=Diaphus&SpeciesName=theta&stockcode=2928
690,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax&stockcode=73
691,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7300&GenusName=Dinematichthys&SpeciesName=iluocoeteoides&stockcode=7600
692,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7409&GenusName=Diogenichthys&SpeciesName=atlanticus&stockcode=7711
693,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2733&GenusName=Diogenichthys&SpeciesName=laternatus&stockcode=2929
694,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16757&GenusName=Diogenichthys&SpeciesName=panurgus&stockcode=15228
695,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=64&GenusName=Diplecogaster&SpeciesName=bimaculata&stockcode=74
696,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis&stockcode=1948
697,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1749&GenusName=Diplodus&SpeciesName=puntazzo&stockcode=1945
698,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1753&GenusName=Diplodus&SpeciesName=sargus&stockcode=1949
699,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1754&GenusName=Diplodus&SpeciesName=vulgaris&stockcode=1950
700,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22713&GenusName=Diplophos&SpeciesName=orientalis&stockcode=18031
701,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10155&GenusName=Diplophos&SpeciesName=taenia&stockcode=10478
702,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6603&GenusName=Diploprion&SpeciesName=bifasciatum&stockcode=6924
703,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8460&GenusName=Diplospinus&SpeciesName=multistriatus&stockcode=8774
704,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5108&GenusName=Diproctacanthus&SpeciesName=xanthurus&stockcode=5343
705,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9057&GenusName=Diretmichthys&SpeciesName=parini&stockcode=9378
706,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4958&GenusName=Diretmus&SpeciesName=argenteus&stockcode=5191
707,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5703&GenusName=Dischistodus&SpeciesName=melanotus&stockcode=5996
708,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5704&GenusName=Dischistodus&SpeciesName=perspicillatus&stockcode=5997
709,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8242&GenusName=Dischistodus&SpeciesName=pseudochrysopoecilus&stockcode=8555
710,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=467&GenusName=Dissostichus&SpeciesName=eleginoides&stockcode=481
711,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=59603&GenusName=Dodekablennos&SpeciesName=fraseri&stockcode=49337
712,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4599&GenusName=Doederleinia&SpeciesName=berycoides&stockcode=4786
713,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9168&GenusName=Dolicholagus&SpeciesName=longirostris&stockcode=9489
714,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9121&GenusName=Dolichopteryx&SpeciesName=longipes&stockcode=9442
715,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3658&GenusName=Doratonotus&SpeciesName=megalepis&stockcode=3854
716,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1604&GenusName=Dorosoma&SpeciesName=cepedianum&stockcode=1797
717,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1606&GenusName=Dorosoma&SpeciesName=petenense&stockcode=1799
718,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2659&GenusName=Dysomma&SpeciesName=anguillare&stockcode=2855
719,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1713&GenusName=Echelus&SpeciesName=myrus&stockcode=1909
720,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2467&GenusName=Echeneis&SpeciesName=naucrates&stockcode=2661
721,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2609&GenusName=Echidna&SpeciesName=catenata&stockcode=2805
