,FAO_Catches
314,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+acoupa
315,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+analis
316,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+arenarius
317,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+guatucupa
318,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+jamaicensis
319,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+leiarchus
320,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+nebulosus
321,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+regalis
322,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+striatus
323,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoscion+virescens
324,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyprinus+carpio
325,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyttus+novaezealandiae
326,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyttus+traversi
327,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dactylopterus+volitans
328,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dalatias+licha
329,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dasyatis+pastinaca
330,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Deania+calcea
331,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Deania+profundorum
332,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Decapterus+macrosoma
333,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Decapterus+maruadsi
334,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Decapterus+russelli
335,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Protothaca+thaca
336,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dentex+angolensis
337,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dentex+congoensis
338,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dentex+dentex
339,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dentex+macrophthalmus
340,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Crangon+crangon
341,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diagramma+pictum
342,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diapterus+auratus
343,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diastobranchus+capensis
344,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dicentrarchus+labrax
345,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dicentrarchus+punctatus
346,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dicologlossa+cuneata
347,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diplodus+annularis
348,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diplodus+argenteus
349,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diplodus+puntazzo
350,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diplodus+sargus
351,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Diplodus+vulgaris
352,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+batis
353,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dipturus+innominatus
354,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+nidarosiensis
355,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+oxyrinchus
356,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dissostichus+eleginoides
357,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dissostichus+mawsoni
358,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dormitator+maculatus
359,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dorosoma+cepedianum
360,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Drepane+africana
361,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Drepane+punctata
362,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dussumieria+acuta
363,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dussumieria+elopsoides
364,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Echeneis+naucrates
365,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Echinorhinus+brucus
366,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Elagatis+bipinnulata
367,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Electrona+carlsbergi
368,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eleginops+maclovinus
369,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eleginus+gracilis
370,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eleginus+navaga
371,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eleutheronema+tetradactylum
372,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Elops+lacerta
373,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Elops+saurus
374,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Emmelichthys+nitidus
375,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Enchelyopus+cimbrius
376,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Encrasicholina+punctifer
377,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+anchoita
378,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+capensis
379,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+encrasicolus
380,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+japonicus
381,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+mordax
382,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Engraulis+ringens
383,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eopsetta+jordani
384,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epigonus+telescopus
385,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+aeneus
386,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+analogus
387,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+areolatus
388,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+caninus
389,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+chlorostigma
390,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+caeruleopunctatus
391,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+coioides
392,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+fasciatus
393,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+fuscoguttatus
394,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+goreensis
395,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+guttatus
396,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+marginatus
397,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+merra
398,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+morio
399,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+morrhua
400,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+multinotatus
401,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+polylepis
402,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+polyphekadion
403,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+striatus
404,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+summana
405,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+tauvina
406,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eptatretus+cirrhatus
407,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Erilepis+zonifer
408,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Mercenaria+mercenaria
409,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Esox+lucius
410,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Etelis+oculatus
411,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Littorina+littorea
412,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ethmalosa+fimbriata
413,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ethmidium+maculatum
414,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Etmopterus+princeps
415,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Etmopterus+spinax
416,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Etrumeus+teres
417,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Etrumeus+whiteheadi
418,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Todarodes+filippovae
419,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Macrobrachium+rosenbergii
420,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Euthynnus+affinis
421,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Euthynnus+alletteratus
422,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Euthynnus+lineatus
423,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eutrigla+gurnardus
424,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Fistularia+commersonii
425,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Fistularia+corneta
426,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Fistularia+tabacaria
427,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gadiculus+argenteus
428,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Theragra+chalcogramma
429,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gadus+macrocephalus
430,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gadus+morhua
431,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gaidropsarus+ensis
432,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeichthys+feliceps
433,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeocerdo+cuvier
434,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeoides+decadactylus
435,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeorhinus+galeus
436,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeus+melastomus
437,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Galeus+murinus
438,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caiman+latirostris
439,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gasterochisma+melampus
440,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gasterosteus+aculeatus
441,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Genyonemus+lineatus
442,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Genypterus+blacodes
443,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Genypterus+capensis
444,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Genypterus+chilensis
445,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Genypterus+maculatus
446,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gerres+nigri
447,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gerres+oblongus
448,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gerres+oyena
449,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ginglymostoma+cirratum
450,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Girella+nigricans
451,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Girella+tricuspidata
452,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Penaeus+indicus
453,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Rhinobatos+cemiculus
454,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Scyllarides+latus
455,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Glossanodon+semifasciatus
456,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Echinus+esculentus
457,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Glyptocephalus+cynoglossus
458,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limulus+polyphemus
459,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Glyptocephalus+zachirus
460,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gnathanodon+speciosus
461,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gobiomorus+dormitor
462,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Notothenia+acuta
463,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Notothenia+gibberifrons
464,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gobius+niger
465,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gollum+attenuatus
466,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Grammoplites+suppositus
467,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnarchus+niloticus
468,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnocephalus+cernuus
469,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnosarda+unicolor
470,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnoscopelus+nicholsi
471,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Artemia+salina
472,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Spisula+solidissima
473,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnura+altavela
474,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Gymnura+marmorata
475,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Haemulon+album
476,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Haemulon+plumierii
477,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Halobatrachus+didactylus
478,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hampala+macrolepidota
479,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Harengula+thrissina
480,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Harpadon+nehereus
481,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Helicolenus+dactylopterus
482,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Helostoma+temminckii
483,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemibagrus+nemurus
484,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemibates+stenosoma
485,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemichromis+fasciatus
486,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemiramphus+balao
487,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemiramphus+brasiliensis
488,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemisorubim+platyrhynchos
489,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hemitriakis+japanica
490,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dasyatis+akajei
491,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hepsetus+odoe
492,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Heptranchias+perlo
493,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Herklotsichthys+quadrimaculat.
494,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Heterotis+niloticus
495,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hexagrammos+decagrammus
496,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hexanchus+griseus
497,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Heterocarpus+reedi
498,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Paralichthys+oblongus
499,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hippoglossoides+elassodon
500,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hippoglossoides+platessoides
501,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hippoglossus+hippoglossus
502,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hippoglossus+stenolepis
503,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplerythrinus+unitaeniatus
504,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplias+aimara
505,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplias+malabaricus
506,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplias+microlepis
507,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplopagrus+guentherii
508,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplostethus+atlanticus
509,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hoplostethus+mediterraneus
510,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hucho+hucho
511,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Huso+huso
512,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hydrocynus+forskahlii
513,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hydrolagus+colliei
514,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hydrolagus+novaezealandiae
515,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dasyatis+americana
516,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dasyatis+longa
517,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hyperoglyphe+antarctica
518,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hyperoglyphe+bythites
519,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hyperoglyphe+perciformis
520,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Goniocorella+dumosa
521,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypomesus+nipponensis
522,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypomesus+olidus
523,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypomesus+pretiosus
524,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypophthalmichthys+molitrix
525,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypophthalmichthys+nobilis
526,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypophthalmus+edentatus
527,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Spisula+polynyma
528,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hypoptychus+dybowskii
529,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Hyporhamphus+sajori
530,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+flavolimbatus
531,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+mystacinus
532,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+nigritus
533,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Epinephelus+niveatus
534,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Venus+verrucosa
535,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cancer+productus
536,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ictalurus+furcatus
537,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ictalurus+punctatus
538,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ilisha+africana
539,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ilisha+elongata
540,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Eledone+cirrhosa
541,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Isacia+conceptionis
542,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Isopisthus+parvipinnis
543,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Makaira+indica
544,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Istiophorus+albicans
545,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Istiophorus+platypterus
546,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Isurus+oxyrinchus
547,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Isurus+paucus
548,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Joturus+pichardi
549,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Tetrapturus+albidus
550,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Tetrapturus+audax
551,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Kathetostoma+giganteum
552,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Katsuwonus+pelamis
553,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Konosirus+punctatus
554,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Argopecten+gibbus
555,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Penaeus+vannamei
556,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Phoca+largha
557,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Phoca+vitulina
558,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Labiobarbus+festivus
559,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Labrus+bergylta
560,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Labrus+merula
561,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lachnolaimus+maximus
562,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lactarius+lactarius
563,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Laemonema+longipes
564,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lagocephalus+sceleratus
565,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lamna+nasus
566,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lampanyctodes+hectoris
567,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lampetra+fluviatilis
568,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lampris+guttatus
569,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lampris+immaculatus
570,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Crocodylus+porosus
571,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Larimichthys+croceus
572,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Larimichthys+polyactis
573,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Larimus+breviceps
574,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lateolabrax+japonicus
575,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+angustifrons
576,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+calcarifer
577,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+mariae
578,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+microlepis
579,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+niloticus
580,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lates+stappersii
581,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leiostomus+xanthurus
582,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidocybium+flavobrunneum
583,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Notothenia+kempi
584,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Notothenia+squamifrons
585,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Thenus+orientalis
586,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidoperca+pulchella
587,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidopsetta+bilineata
588,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidopus+caudatus
589,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidorhombus+boscii
590,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidorhombus+whiffiagonis
591,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidorhynchus+denticulatus
592,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lepidotrigla+brachyoptera
593,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leporellus+vittatus
594,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leptobarbus+hoeveni
595,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leptocharias+smithii
596,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leptomelanosoma+indicum
597,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+atlanticus
598,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+borbonicus
599,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+harak
600,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+lentjan
601,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+mahsena
602,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+microdon
603,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+miniatus
604,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+nebulosus
605,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+obsoletus
606,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lethrinus+xanthochilus
607,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Aspius+aspius
608,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leuciscus+idus
609,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Leuciscus+leuciscus
610,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+circularis
611,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+erinacea
612,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+fullonica
613,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Raja+naevus
614,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lichia+amia
615,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lile+stolifera
616,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limanda+aspera
617,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limanda+ferruginea
618,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limanda+limanda
619,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limnothrissa+miodon
620,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Limnotilapia+dardennii
621,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Nototheniops+mizops
622,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Nototheniops+nudifrons
623,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Moroteuthis+ingens
624,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lithognathus+lithognathus
625,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Lithognathus+mormyrus
626,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Liza+klunzingeri
