,Species_with_Information_on_Predators
537,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14027&GenusName=Cynoscion&SpeciesName=nannus
538,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis
539,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=407&GenusName=Cynoscion&SpeciesName=striatus
540,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12645&GenusName=Cypho&SpeciesName=purpurascens
541,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8572&GenusName=Cyphotilapia&SpeciesName=frontosa
542,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=62729&GenusName=Cyprichromis&SpeciesName=coloratus
543,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8573&GenusName=Cyprichromis&SpeciesName=leptosoma
544,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8574&GenusName=Cyprichromis&SpeciesName=microlepidotus
545,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=60277&GenusName=Cyprichromis&SpeciesName=zonatus
546,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2876&GenusName=Cyprinella&SpeciesName=lutrensis
547,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2903&GenusName=Cyprinella&SpeciesName=spiloptera
548,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=57257&GenusName=Cyprinodon&SpeciesName=artifrons
549,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3181&GenusName=Cyprinodon&SpeciesName=variegatus
550,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio
551,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4953&GenusName=Cyttopsis&SpeciesName=rosea
552,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4485&GenusName=Dactyloptena&SpeciesName=orientalis
553,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans
554,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis
555,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus
556,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4085&GenusName=Dasycottus&SpeciesName=setiger
557,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=670&GenusName=Deania&SpeciesName=calcea
558,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1902&GenusName=Decapterus&SpeciesName=koheru
559,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=993&GenusName=Decapterus&SpeciesName=macarellus
560,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1939&GenusName=Decapterus&SpeciesName=maruadsi
561,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12302&GenusName=Decapterus&SpeciesName=muroadsi
562,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=994&GenusName=Decapterus&SpeciesName=punctatus
563,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=374&GenusName=Decapterus&SpeciesName=russelli
564,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=995&GenusName=Decapterus&SpeciesName=tabl
565,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16282&GenusName=Deltentosteus&SpeciesName=quadrimaculatus
566,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=439&GenusName=Dentex&SpeciesName=dentex
567,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=438&GenusName=Dentex&SpeciesName=macrophthalmus
568,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7434&GenusName=Diaphus&SpeciesName=brachycephalus
569,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7435&GenusName=Diaphus&SpeciesName=chrysorhynchus
570,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10329&GenusName=Diaphus&SpeciesName=coeruleus
571,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24665&GenusName=Diaphus&SpeciesName=danae
572,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6590&GenusName=Diaphus&SpeciesName=dumerilii
573,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10264&GenusName=Diaphus&SpeciesName=effulgens
574,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7437&GenusName=Diaphus&SpeciesName=fragilis
575,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10265&GenusName=Diaphus&SpeciesName=garmani
576,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=27477&GenusName=Diaphus&SpeciesName=gigas
577,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6982&GenusName=Diaphus&SpeciesName=hudsoni
578,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23009&GenusName=Diaphus&SpeciesName=kuroshio
579,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16651&GenusName=Diaphus&SpeciesName=luetkeni
580,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16654&GenusName=Diaphus&SpeciesName=meadi
581,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7438&GenusName=Diaphus&SpeciesName=metopoclampus
582,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12413&GenusName=Diaphus&SpeciesName=mollis
583,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6983&GenusName=Diaphus&SpeciesName=ostenfeldi
584,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16752&GenusName=Diaphus&SpeciesName=parri
585,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7436&GenusName=Diaphus&SpeciesName=perspicillatus
586,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1712&GenusName=Diaphus&SpeciesName=rafinesquii
587,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=61403&GenusName=Diaphus&SpeciesName=sagamiensis
588,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10267&GenusName=Diaphus&SpeciesName=signatus
589,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10174&GenusName=Diaphus&SpeciesName=splendidus
590,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10420&GenusName=Diaphus&SpeciesName=suborbitalis
591,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10175&GenusName=Diaphus&SpeciesName=taaningi
592,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2732&GenusName=Diaphus&SpeciesName=theta
593,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1048&GenusName=Diapterus&SpeciesName=rhombeus
594,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax
595,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8091&GenusName=Dicrolene&SpeciesName=introniger
596,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5522&GenusName=Dinoperca&SpeciesName=petersi
597,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1022&GenusName=Diodon&SpeciesName=hystrix
598,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7409&GenusName=Diogenichthys&SpeciesName=atlanticus
599,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2733&GenusName=Diogenichthys&SpeciesName=laternatus
600,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=64&GenusName=Diplecogaster&SpeciesName=bimaculata
601,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3318&GenusName=Diplectrum&SpeciesName=bivittatum
602,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1203&GenusName=Diplectrum&SpeciesName=formosum
603,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7330&GenusName=Diplectrum&SpeciesName=radiale
604,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis
605,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3574&GenusName=Diplodus&SpeciesName=argenteus
606,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6004&GenusName=Diplodus&SpeciesName=capensis
607,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2497&GenusName=Diplodus&SpeciesName=cervinus
608,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1749&GenusName=Diplodus&SpeciesName=puntazzo
609,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1753&GenusName=Diplodus&SpeciesName=sargus
610,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8460&GenusName=Diplospinus&SpeciesName=multistriatus
611,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2263&GenusName=Diplotaxodon&SpeciesName=argenteus
612,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9057&GenusName=Diretmichthys&SpeciesName=parini
613,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4958&GenusName=Diretmus&SpeciesName=argenteus
614,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=467&GenusName=Dissostichus&SpeciesName=eleginoides
615,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7039&GenusName=Dissostichus&SpeciesName=mawsoni
616,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3827&GenusName=Dormitator&SpeciesName=maculatus
617,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1604&GenusName=Dorosoma&SpeciesName=cepedianum
618,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1606&GenusName=Dorosoma&SpeciesName=petenense
619,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12931&GenusName=Dules&SpeciesName=auriga
620,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1454&GenusName=Dussumieria&SpeciesName=elopsoides
621,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2609&GenusName=Echidna&SpeciesName=catenata
622,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1364&GenusName=Echiichthys&SpeciesName=vipera
623,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46343&GenusName=Echiodon&SpeciesName=dentatus
624,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6036&GenusName=Ecsenius&SpeciesName=yaeyamaensis
625,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5101&GenusName=Ectreposebastes&SpeciesName=imus
626,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=412&GenusName=Elagatis&SpeciesName=bipinnulata
627,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51417&GenusName=Elassodiscus&SpeciesName=tremebundus
628,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3366&GenusName=Elassoma&SpeciesName=zonatum
629,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6984&GenusName=Electrona&SpeciesName=antarctica
630,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6985&GenusName=Electrona&SpeciesName=carlsbergi
631,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6986&GenusName=Electrona&SpeciesName=paucirastra
632,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1714&GenusName=Electrona&SpeciesName=risso
633,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6987&GenusName=Electrona&SpeciesName=subaspera
634,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4535&GenusName=Electrophorus&SpeciesName=electricus
635,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=315&GenusName=Eleginus&SpeciesName=gracilis
636,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=314&GenusName=Eleginus&SpeciesName=nawaga
637,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11794&GenusName=Eleotris&SpeciesName=acanthopoma
638,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3829&GenusName=Eleotris&SpeciesName=pisonis
639,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=340&GenusName=Eleutheronema&SpeciesName=tetradactylum
640,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5512&GenusName=Elops&SpeciesName=machnata
641,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=175&GenusName=Elops&SpeciesName=saurus
642,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3628&GenusName=Embiotoca&SpeciesName=jacksoni
643,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3629&GenusName=Embiotoca&SpeciesName=lateralis
644,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=48175&GenusName=Emblemariopsis&SpeciesName=signifer
645,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=395&GenusName=Emmelichthys&SpeciesName=nitidus+nitidus
646,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8213&GenusName=Emmelichthys&SpeciesName=struhsakeri
647,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1098&GenusName=Enchelycore&SpeciesName=nigricans
648,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1874&GenusName=Enchelyopus&SpeciesName=cimbrius
649,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=555&GenusName=Encrasicholina&SpeciesName=devisi
650,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=556&GenusName=Encrasicholina&SpeciesName=heteroloba
651,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=558&GenusName=Encrasicholina&SpeciesName=punctifer
652,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=559&GenusName=Encrasicholina&SpeciesName=purpurea
653,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5138&GenusName=Engraulicypris&SpeciesName=sardella
654,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1659&GenusName=Engraulis&SpeciesName=anchoita
655,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1660&GenusName=Engraulis&SpeciesName=australis
656,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=64907&GenusName=Engraulis&SpeciesName=capensis
657,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=66&GenusName=Engraulis&SpeciesName=encrasicolus
658,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1663&GenusName=Engraulis&SpeciesName=japonicus
659,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1664&GenusName=Engraulis&SpeciesName=mordax
660,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4&GenusName=Engraulis&SpeciesName=ringens
661,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14198&GenusName=Enneapterygius&SpeciesName=minutus
662,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2413&GenusName=Enteromius&SpeciesName=callipterus
663,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5332&GenusName=Enteromius&SpeciesName=chlorotaenia
664,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7571&GenusName=Enteromius&SpeciesName=paludinosus
665,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3756&GenusName=Entomacrodus&SpeciesName=nigricans
666,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2529&GenusName=Entosphenus&SpeciesName=tridentatus
667,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2507&GenusName=Epigonus&SpeciesName=denticulatus
668,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14358&GenusName=Epigonus&SpeciesName=lenimen
669,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10770&GenusName=Epigonus&SpeciesName=pandionis
670,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15&GenusName=Epinephelus&SpeciesName=guttatus
671,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6468&GenusName=Epinephelus&SpeciesName=lanceolatus
672,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6001&GenusName=Epinephelus&SpeciesName=rivulatus
673,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=18&GenusName=Epinephelus&SpeciesName=striatus
674,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2512&GenusName=Eptatretus&SpeciesName=stoutii
675,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4453&GenusName=Equulites&SpeciesName=leuciscus
676,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4563&GenusName=Equulites&SpeciesName=lineolatus
677,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8577&GenusName=Eretmodus&SpeciesName=cyanostictus
678,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7693&GenusName=Erythrocles&SpeciesName=schlegelii
679,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5150&GenusName=Esomus&SpeciesName=danrica
680,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2709&GenusName=Esox&SpeciesName=americanus
681,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=258&GenusName=Esox&SpeciesName=lucius
682,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2712&GenusName=Esox&SpeciesName=niger
683,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10556&GenusName=Etheostoma&SpeciesName=crossopterum
684,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3420&GenusName=Etheostoma&SpeciesName=exile
685,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3445&GenusName=Etheostoma&SpeciesName=nigrum
686,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3450&GenusName=Etheostoma&SpeciesName=olmstedi
687,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1594&GenusName=Ethmalosa&SpeciesName=fimbriata
688,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=685&GenusName=Etmopterus&SpeciesName=schultzi
689,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4222&GenusName=Etropus&SpeciesName=microstomus
690,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1455&GenusName=Etrumeus&SpeciesName=sadina
691,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1456&GenusName=Etrumeus&SpeciesName=whiteheadi
692,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4454&GenusName=Eubleekeria&SpeciesName=splendens
693,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1049&GenusName=Eucinostomus&SpeciesName=argenteus
694,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1050&GenusName=Eucinostomus&SpeciesName=gula
695,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1052&GenusName=Eucinostomus&SpeciesName=melanopterus
696,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3851&GenusName=Eucyclogobius&SpeciesName=newberryi
697,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=17348&GenusName=Eudontomyzon&SpeciesName=mariae
698,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=55796&GenusName=Eugerres&SpeciesName=mexicanus
699,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3155&GenusName=Euleptorhamphus&SpeciesName=velox
700,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3783&GenusName=Eumesogrammus&SpeciesName=praecisus
701,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4184&GenusName=Eumicrotremus&SpeciesName=orbis
702,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4185&GenusName=Eumicrotremus&SpeciesName=spinosus
703,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6644&GenusName=Euristhmus&SpeciesName=lepturus
704,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4607&GenusName=Eurypegasus&SpeciesName=papilio
705,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9043&GenusName=Eutaeniophorus&SpeciesName=festivus
706,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=96&GenusName=Euthynnus&SpeciesName=affinis
707,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=97&GenusName=Euthynnus&SpeciesName=alletteratus
708,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=98&GenusName=Euthynnus&SpeciesName=lineatus
709,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=68&GenusName=Eutrigla&SpeciesName=gurnardus
710,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus
711,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1031&GenusName=Exocoetus&SpeciesName=obtusirostris
712,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1032&GenusName=Exocoetus&SpeciesName=volitans
713,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=48981&GenusName=Favonigobius&SpeciesName=gymnauchen
714,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=47434&GenusName=Favonigobius&SpeciesName=lateralis
715,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13530&GenusName=Filimanus&SpeciesName=heptadactyla
716,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8289&GenusName=Fistularia&SpeciesName=corneta
717,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3276&GenusName=Fistularia&SpeciesName=petimba
718,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3275&GenusName=Fistularia&SpeciesName=tabacaria
719,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3184&GenusName=Floridichthys&SpeciesName=carpio
720,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46992&GenusName=Forsterygion&SpeciesName=varium
721,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2473&GenusName=Fundulopanchax&SpeciesName=walkeri
722,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=49559&GenusName=Fundulus&SpeciesName=bermudae
723,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3187&GenusName=Fundulus&SpeciesName=chrysotus
724,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3192&GenusName=Fundulus&SpeciesName=heteroclitus
725,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3200&GenusName=Fundulus&SpeciesName=parvipinnis
726,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3201&GenusName=Fundulus&SpeciesName=pulvereus
727,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=49563&GenusName=Fundulus&SpeciesName=relictus
728,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3204&GenusName=Fundulus&SpeciesName=seminolis
729,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7215&GenusName=Fusigobius&SpeciesName=neophytus
730,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2011&GenusName=Gadella&SpeciesName=maraldi
731,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1875&GenusName=Gadiculus&SpeciesName=argenteus
732,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25&GenusName=Gadiculus&SpeciesName=thori
733,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8434&GenusName=Gadomus&SpeciesName=arcuatus
734,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16283&GenusName=Gadomus&SpeciesName=longifilis
735,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=318&GenusName=Gadus&SpeciesName=chalcogrammus
736,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=308&GenusName=Gadus&SpeciesName=macrocephalus
737,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=69&GenusName=Gadus&SpeciesName=morhua
738,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8423&GenusName=Gaidropsarus&SpeciesName=argentatus
739,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1877&GenusName=Gaidropsarus&SpeciesName=biscayensis
740,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8427&GenusName=Gaidropsarus&SpeciesName=guttatus
741,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1878&GenusName=Gaidropsarus&SpeciesName=macrophthalmus
742,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1876&GenusName=Gaidropsarus&SpeciesName=vulgaris
743,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7579&GenusName=Galaxias&SpeciesName=maculatus
744,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22575&GenusName=Galaxias&SpeciesName=olidus
745,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11050&GenusName=Galaxias&SpeciesName=zebratus
746,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=288&GenusName=Galeichthys&SpeciesName=feliceps
747,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=341&GenusName=Galeoides&SpeciesName=decadactylus
748,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4642&GenusName=Galeorhinus&SpeciesName=galeus
749,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3215&GenusName=Gambusia&SpeciesName=affinis
750,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4521&GenusName=Gambusia&SpeciesName=holbrooki
751,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=26483&GenusName=Garra&SpeciesName=rufa
752,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2420&GenusName=Gasterosteus&SpeciesName=aculeatus
753,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=59802&GenusName=Gavialiceps&SpeciesName=taiwanensis
754,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4462&GenusName=Gazza&SpeciesName=minuta
755,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1041&GenusName=Gempylus&SpeciesName=serpens
756,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=422&GenusName=Genyonemus&SpeciesName=lineatus
757,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=482&GenusName=Genypterus&SpeciesName=blacodes
758,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=26204&GenusName=Genypterus&SpeciesName=brasiliensis
759,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=485&GenusName=Genypterus&SpeciesName=capensis
760,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24945&GenusName=Genypterus&SpeciesName=tigerinus
761,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4751&GenusName=Geophagus&SpeciesName=brasiliensis
762,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6947&GenusName=Geotria&SpeciesName=australis
763,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7100&GenusName=Gerlachea&SpeciesName=australis
764,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1054&GenusName=Gerres&SpeciesName=cinereus
765,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4463&GenusName=Gerres&SpeciesName=filamentosus
766,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3723&GenusName=Gibbonsia&SpeciesName=elegans
767,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2762&GenusName=Gila&SpeciesName=cypha
768,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2763&GenusName=Gila&SpeciesName=ditaenia
769,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2766&GenusName=Gila&SpeciesName=orcuttii
770,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1556&GenusName=Gilchristella&SpeciesName=aestuaria
771,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3854&GenusName=Gillichthys&SpeciesName=mirabilis
772,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3594&GenusName=Girella&SpeciesName=nigricans
773,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8173&GenusName=Girella&SpeciesName=tricuspidata
774,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=61527&GenusName=Giuris&SpeciesName=margaritacea
775,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14863&GenusName=Glossamia&SpeciesName=aprion
776,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25768&GenusName=Glossamia&SpeciesName=gjellerupi
777,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1782&GenusName=Glossanodon&SpeciesName=leioglossus
778,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=257&GenusName=Glossanodon&SpeciesName=semifasciatus
