,Length_Weight_Parameters
1232,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1471&GenusName=Clupeonella&SpeciesName=engrauliformis&fc=43
1233,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1472&GenusName=Clupeonella&SpeciesName=grimmi&fc=43
1234,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10148&GenusName=Clupisoma&SpeciesName=garua&fc=721
1235,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26739&GenusName=Clupisoma&SpeciesName=sinense&fc=721
1236,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4753&GenusName=Cnesterodon&SpeciesName=decemmaculatus&fc=216
1237,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67862&GenusName=Cobitis&SpeciesName=avicennae&fc=127
1238,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=60783&GenusName=Cobitis&SpeciesName=bilseli&fc=127
1239,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9957&GenusName=Cobitis&SpeciesName=calderoni&fc=127
1240,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26618&GenusName=Cobitis&SpeciesName=elongata&fc=127
1241,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58790&GenusName=Cobitis&SpeciesName=elongatoides&fc=127
1242,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58644&GenusName=Cobitis&SpeciesName=fahirae&fc=127
1243,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=66378&GenusName=Cobitis&SpeciesName=faridpaki&fc=127
1244,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=66458&GenusName=Cobitis&SpeciesName=keyvani&fc=127
1245,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55306&GenusName=Cobitis&SpeciesName=linea&fc=127
1246,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=65311&GenusName=Cobitis&SpeciesName=narentana&fc=127
1247,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9960&GenusName=Cobitis&SpeciesName=paludica&fc=127
1248,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67428&GenusName=Cobitis&SpeciesName=sibirica&fc=127
1249,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56128&GenusName=Cobitis&SpeciesName=simplicispina&fc=127
1250,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=47864&GenusName=Cobitis&SpeciesName=sinensis&fc=127
1251,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58646&GenusName=Cobitis&SpeciesName=splendens&fc=127
1252,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6378&GenusName=Cobitis&SpeciesName=taenia&fc=127
1253,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46524&GenusName=Cobitis&SpeciesName=trichonica&fc=127
1254,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55331&GenusName=Cobitis&SpeciesName=turcica&fc=127
1255,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46526&GenusName=Cobitis&SpeciesName=vardarensis&fc=127
1256,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16728&GenusName=Coccorella&SpeciesName=atlantica&fc=173
1257,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7895&GenusName=Cociella&SpeciesName=crocodilus&fc=273
1258,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16870&GenusName=Cocotropus&SpeciesName=monacanthus&fc=268
1259,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1726&GenusName=Coelorinchus&SpeciesName=caelorhincus&fc=185
1260,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3102&GenusName=Coelorinchus&SpeciesName=caribbaeus&fc=185
1261,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7132&GenusName=Coelorinchus&SpeciesName=marinii&fc=185
1262,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56594&GenusName=Coelorinchus&SpeciesName=trachycarus&fc=185
1263,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=615&GenusName=Coilia&SpeciesName=brachygnathus&fc=454
1264,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=625&GenusName=Coilia&SpeciesName=dussumieri&fc=454
1265,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=629&GenusName=Coilia&SpeciesName=mystus&fc=454
1266,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=630&GenusName=Coilia&SpeciesName=nasus&fc=454
1267,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=632&GenusName=Coilia&SpeciesName=ramcarati&fc=454
1268,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23635&GenusName=Collichthys&SpeciesName=lucidus&fc=331
1269,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9067&GenusName=Coloconger&SpeciesName=cadenati&fc=61
1270,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27788&GenusName=Coloconger&SpeciesName=meadi&fc=61
1271,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=303&GenusName=Cololabis&SpeciesName=saira&fc=208
1272,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51376&GenusName=Colomesus&SpeciesName=asellus&fc=448
1273,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7499&GenusName=Colomesus&SpeciesName=psittacus&fc=448
1274,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=263&GenusName=Colossoma&SpeciesName=macropomum&fc=686
1275,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26382&GenusName=Comephorus&SpeciesName=baikalensis&fc=279
1276,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26384&GenusName=Comephorus&SpeciesName=dybowskii&fc=279
1277,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53432&GenusName=Compsura&SpeciesName=heterura&fc=102
1278,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6654&GenusName=Conger&SpeciesName=cinereus&fc=62
1279,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=301&GenusName=Conger&SpeciesName=conger&fc=62
1280,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23284&GenusName=Conger&SpeciesName=japonicus&fc=62
1281,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=302&GenusName=Conger&SpeciesName=myriaster&fc=62
1282,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=300&GenusName=Conger&SpeciesName=oceanicus&fc=62
1283,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=299&GenusName=Conger&SpeciesName=orbignianus&fc=62
1284,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7675&GenusName=Conger&SpeciesName=wilsoni&fc=62
1285,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=401&GenusName=Conodon&SpeciesName=nobilis&fc=327
1286,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13706&GenusName=Conodon&SpeciesName=serrifer&fc=327
1287,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3517&GenusName=Cookeolus&SpeciesName=japonicus&fc=303
1288,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2295&GenusName=Copadichromis&SpeciesName=mloto&fc=349
1289,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26523&GenusName=Copella&SpeciesName=nigrofasciata&fc=107
1290,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2488&GenusName=Coptodon&SpeciesName=guineensis&fc=349
1291,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1397&GenusName=Coptodon&SpeciesName=rendalli&fc=349
1292,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1390&GenusName=Coptodon&SpeciesName=zillii&fc=349
1293,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5583&GenusName=Coradion&SpeciesName=chrysozonus&fc=343
1294,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49972&GenusName=Cordylancistrus&SpeciesName=platyrhynchus&fc=157
1295,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=231&GenusName=Coregonus&SpeciesName=albula&fc=76
1296,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=60806&GenusName=Coregonus&SpeciesName=alpenae&fc=76
1297,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=235&GenusName=Coregonus&SpeciesName=artedi&fc=76
1298,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2669&GenusName=Coregonus&SpeciesName=autumnalis&fc=76
1299,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12549&GenusName=Coregonus&SpeciesName=chadary&fc=76
1300,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=234&GenusName=Coregonus&SpeciesName=clupeaformis&fc=76
1301,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2670&GenusName=Coregonus&SpeciesName=hoyi&fc=76
1302,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2672&GenusName=Coregonus&SpeciesName=kiyi&fc=76
1303,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=232&GenusName=Coregonus&SpeciesName=lavaretus&fc=76
1304,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=28065&GenusName=Coregonus&SpeciesName=macrophthalmus&fc=76
1305,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48236&GenusName=Coregonus&SpeciesName=maraena&fc=76
1306,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4788&GenusName=Coregonus&SpeciesName=migratorius&fc=76
1307,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12547&GenusName=Coregonus&SpeciesName=muksun&fc=76
1308,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2674&GenusName=Coregonus&SpeciesName=nasus&fc=76
1309,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4687&GenusName=Coregonus&SpeciesName=peled&fc=76
1310,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2676&GenusName=Coregonus&SpeciesName=pidschian&fc=76
1311,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2678&GenusName=Coregonus&SpeciesName=sardinella&fc=76
1312,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12540&GenusName=Coregonus&SpeciesName=tugun&fc=76
1313,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12548&GenusName=Coregonus&SpeciesName=ussuriensis&fc=76
1314,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48137&GenusName=Coregonus&SpeciesName=widegreni&fc=76
1315,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55908&GenusName=Coreius&SpeciesName=guichenoti&fc=122
1316,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55907&GenusName=Coreius&SpeciesName=heterodon&fc=122
1317,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25600&GenusName=Coreoleuciscus&SpeciesName=splendidus&fc=122
1318,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54792&GenusName=Coreoperca&SpeciesName=herzi&fc=667
1319,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55173&GenusName=Coreoperca&SpeciesName=whiteheadi&fc=667
1320,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1566&GenusName=Corica&SpeciesName=soborna&fc=43
1321,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5624&GenusName=Coris&SpeciesName=aygula&fc=362
1322,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7827&GenusName=Coris&SpeciesName=flavovittata&fc=362
1323,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5625&GenusName=Coris&SpeciesName=gaimard&fc=362
1324,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58&GenusName=Coris&SpeciesName=julis&fc=362
1325,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5485&GenusName=Coris&SpeciesName=variegata&fc=362
1326,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7826&GenusName=Coris&SpeciesName=venusta&fc=362
1327,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14101&GenusName=Corvula&SpeciesName=macrops&fc=331
1328,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7777&GenusName=Corydoras&SpeciesName=aeneus&fc=156
1329,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46059&GenusName=Corydoras&SpeciesName=ehrhardti&fc=156
1330,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10926&GenusName=Corydoras&SpeciesName=paleatus&fc=156
1331,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48829&GenusName=Corydoras&SpeciesName=stenocephalus&fc=156
1332,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7&GenusName=Coryphaena&SpeciesName=equiselis&fc=315
1333,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6&GenusName=Coryphaena&SpeciesName=hippurus&fc=315
1334,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8467&GenusName=Coryphaenoides&SpeciesName=acrolepis&fc=185
1335,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5127&GenusName=Coryphaenoides&SpeciesName=armatus&fc=185
1336,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27726&GenusName=Coryphaenoides&SpeciesName=brevibarbis&fc=185
1337,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17066&GenusName=Coryphaenoides&SpeciesName=carapinus&fc=185
1338,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8473&GenusName=Coryphaenoides&SpeciesName=cinereus&fc=185
1339,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8176&GenusName=Coryphaenoides&SpeciesName=guentheri&fc=185
1340,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17101&GenusName=Coryphaenoides&SpeciesName=leptolepis&fc=185
1341,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8175&GenusName=Coryphaenoides&SpeciesName=mediterraneus&fc=185
1342,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46974&GenusName=Coryphaenoides&SpeciesName=murrayi&fc=185
1343,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=332&GenusName=Coryphaenoides&SpeciesName=rupestris&fc=185
1344,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16772&GenusName=Coryphaenoides&SpeciesName=striaturus&fc=185
1345,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3844&GenusName=Coryphopterus&SpeciesName=glaucofraenum&fc=405
1346,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25534&GenusName=Coryphopterus&SpeciesName=urospilus&fc=405
1347,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5959&GenusName=Corythoichthys&SpeciesName=flavofasciatus&fc=258
1348,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5965&GenusName=Corythoichthys&SpeciesName=schultzi&fc=258
1349,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48058&GenusName=Cottinella&SpeciesName=boulengeri&fc=584
1350,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4495&GenusName=Cottocomephorus&SpeciesName=grewingkii&fc=278
1351,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26381&GenusName=Cottocomephorus&SpeciesName=inermis&fc=278
1352,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9199&GenusName=Cottunculus&SpeciesName=microps&fc=282
1353,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4063&GenusName=Cottus&SpeciesName=asperrimus&fc=277
1354,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4067&GenusName=Cottus&SpeciesName=carolinae&fc=277
1355,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63081&GenusName=Cottus&SpeciesName=dzungaricus&fc=277
1356,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2439&GenusName=Cottus&SpeciesName=gobio&fc=277
1357,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4075&GenusName=Cottus&SpeciesName=klamathensis&fc=277
1358,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=62356&GenusName=Cottus&SpeciesName=perifretum&fc=277
1359,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4079&GenusName=Cottus&SpeciesName=pitensis&fc=277
1360,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=47990&GenusName=Cottus&SpeciesName=sibiricus&fc=277
1361,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2748&GenusName=Couesius&SpeciesName=plumbeus&fc=122
1362,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51283&GenusName=Creagrutus&SpeciesName=affinis&fc=102
1363,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51280&GenusName=Creagrutus&SpeciesName=amoenus&fc=102
1364,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51134&GenusName=Creagrutus&SpeciesName=cochui&fc=102
1365,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58440&GenusName=Creagrutus&SpeciesName=cracentis&fc=102
1366,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58454&GenusName=Creagrutus&SpeciesName=meridionalis&fc=102
1367,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51278&GenusName=Creagrutus&SpeciesName=muelleri&fc=102
1368,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58467&GenusName=Creagrutus&SpeciesName=ungulus&fc=102
1369,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=65282&GenusName=Creagrutus&SpeciesName=yanatili&fc=102
1370,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46809&GenusName=Crenicichla&SpeciesName=albopunctata&fc=349
1371,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46821&GenusName=Crenicichla&SpeciesName=britskii&fc=349
1372,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52202&GenusName=Crenicichla&SpeciesName=iguassuensis&fc=349
1373,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46875&GenusName=Crenicichla&SpeciesName=lacustris&fc=349
1374,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46876&GenusName=Crenicichla&SpeciesName=lenticulata&fc=349
1375,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11159&GenusName=Crenicichla&SpeciesName=lepidota&fc=349
1376,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46877&GenusName=Crenicichla&SpeciesName=lugubris&fc=349
1377,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56540&GenusName=Crenicichla&SpeciesName=menezesi&fc=349
1378,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56557&GenusName=Crenicichla&SpeciesName=punctata&fc=349
1379,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12312&GenusName=Crenicichla&SpeciesName=saxatilis&fc=349
1380,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4817&GenusName=Crenimugil&SpeciesName=buchanani&fc=359
1381,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5653&GenusName=Crenimugil&SpeciesName=crenilabis&fc=359
1382,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5659&GenusName=Crenimugil&SpeciesName=seheli&fc=359
1383,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12352&GenusName=Crenuchus&SpeciesName=spilurus&fc=655
1384,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46998&GenusName=Cristiceps&SpeciesName=aurantiacus&fc=391
1385,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46606&GenusName=Crocodilichthys&SpeciesName=gracilis&fc=390
1386,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6457&GenusName=Cromileptes&SpeciesName=altivelis&fc=289
1387,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57689&GenusName=Crossocheilus&SpeciesName=atrilimes&fc=122
1388,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17376&GenusName=Crossocheilus&SpeciesName=cobitis&fc=122
1389,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24459&GenusName=Crossocheilus&SpeciesName=diplochilus&fc=122
1390,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24464&GenusName=Crossocheilus&SpeciesName=latius&fc=122
1391,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=59544&GenusName=Crossorhombus&SpeciesName=kanekonis&fc=439
1392,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7111&GenusName=Cryodraco&SpeciesName=antarcticus&fc=384
1393,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23798&GenusName=Cryptacanthodes&SpeciesName=bergi&fc=394
1394,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23385&GenusName=Cryptarius&SpeciesName=truncatus&fc=145
1395,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46327&GenusName=Cryptichthys&SpeciesName=jojettae&fc=390
1396,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3674&GenusName=Cryptotomus&SpeciesName=roseus&fc=364
1397,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26443&GenusName=Ctenobrycon&SpeciesName=hauxwellianus&fc=102
1398,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10629&GenusName=Ctenobrycon&SpeciesName=spilurus&fc=102
1399,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6012&GenusName=Ctenochaetus&SpeciesName=binotatus&fc=412
1400,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1262&GenusName=Ctenochaetus&SpeciesName=striatus&fc=412
1401,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6015&GenusName=Ctenochaetus&SpeciesName=strigosus&fc=412
1402,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3858&GenusName=Ctenogobius&SpeciesName=boleosoma&fc=405
1403,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46905&GenusName=Ctenogobius&SpeciesName=manglicola&fc=405
1404,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3861&GenusName=Ctenogobius&SpeciesName=sagittula&fc=405
1405,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3866&GenusName=Ctenogobius&SpeciesName=smaragdus&fc=405
1406,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&fc=362
1407,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12407&GenusName=Ctenolucius&SpeciesName=hujeta&fc=104
1408,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella&fc=122
1409,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2213&GenusName=Ctenopharynx&SpeciesName=intermedius&fc=349
1410,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2496&GenusName=Ctenopoma&SpeciesName=kingsleyae&fc=426
1411,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10028&GenusName=Ctenopoma&SpeciesName=multispine&fc=426
1412,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10050&GenusName=Ctenopoma&SpeciesName=petherici&fc=426
1413,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1168&GenusName=Ctenosciaena&SpeciesName=gracilicirrhus&fc=331
1414,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10197&GenusName=Cubiceps&SpeciesName=baxteri&fc=422
1415,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8397&GenusName=Cubiceps&SpeciesName=caeruleus&fc=422
1416,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5049&GenusName=Cubiceps&SpeciesName=pauciradiatus&fc=422
1417,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8028&GenusName=Cubiceps&SpeciesName=whiteleggii&fc=422
1418,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46708&GenusName=Culter&SpeciesName=alburnus&fc=122
1419,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56031&GenusName=Culter&SpeciesName=recurviceps&fc=122
1420,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51238&GenusName=Curimata&SpeciesName=aspera&fc=111
1421,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27823&GenusName=Curimata&SpeciesName=cyprinoides&fc=111
1422,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51257&GenusName=Curimata&SpeciesName=incompta&fc=111
1423,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25640&GenusName=Curimata&SpeciesName=inornata&fc=111
1424,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51259&GenusName=Curimata&SpeciesName=knerii&fc=111
1425,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51262&GenusName=Curimata&SpeciesName=mivartii&fc=111
1426,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51260&GenusName=Curimata&SpeciesName=roseni&fc=111
1427,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13251&GenusName=Curimata&SpeciesName=vittata&fc=111
1428,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51319&GenusName=Curimatella&SpeciesName=alburna&fc=111
1429,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51877&GenusName=Curimatella&SpeciesName=dorsalis&fc=111
1430,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51878&GenusName=Curimatella&SpeciesName=immaculata&fc=111
1431,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51321&GenusName=Curimatella&SpeciesName=meyeri&fc=111
1432,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=95&GenusName=Cybiosarda&SpeciesName=elegans&fc=416
1433,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2985&GenusName=Cycleptus&SpeciesName=elongatus&fc=125
1434,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56566&GenusName=Cycleptus&SpeciesName=meridionalis&fc=125
1435,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10313&GenusName=Cyclocheilichthys&SpeciesName=apogon&fc=122
1436,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&fc=284
1437,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5116&GenusName=Cyclothone&SpeciesName=acclinidens&fc=88
1438,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5531&GenusName=Cymatoceps&SpeciesName=nasutus&fc=330
1439,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12826&GenusName=Cymbacephalus&SpeciesName=beauforti&fc=273
1440,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10776&GenusName=Cymbacephalus&SpeciesName=nematophthalmus&fc=273
1441,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15206&GenusName=Cymbacephalus&SpeciesName=staigeri&fc=273
1442,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25715&GenusName=Cynodon&SpeciesName=gibbus&fc=527
1443,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10522&GenusName=Cynoglossus&SpeciesName=abbreviatus&fc=442
1444,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7523&GenusName=Cynoglossus&SpeciesName=arel&fc=442
1445,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5455&GenusName=Cynoglossus&SpeciesName=bilineatus&fc=442
1446,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4948&GenusName=Cynoglossus&SpeciesName=canariensis&fc=442
1447,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5456&GenusName=Cynoglossus&SpeciesName=cynoglossus&fc=442
