,Ecology
1471,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39144&GenusName=Brachyrhaphis&SpeciesName=parismina
1472,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39146&GenusName=Brachyrhaphis&SpeciesName=rhabdophora
1473,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39147&GenusName=Brachyrhaphis&SpeciesName=roseni
1474,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39148&GenusName=Brachyrhaphis&SpeciesName=terrabensis
1475,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13217&GenusName=Brachysomophis&SpeciesName=cirrocheilos
1476,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13218&GenusName=Brachysomophis&SpeciesName=crocodilinus
1477,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45368&GenusName=Brama&SpeciesName=australis
1478,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=405&GenusName=Brama&SpeciesName=brama
1479,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1490&GenusName=Brama&SpeciesName=dussumieri
1480,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3751&GenusName=Brama&SpeciesName=japonica
1481,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18648&GenusName=Brama&SpeciesName=myersi
1482,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3752&GenusName=Brama&SpeciesName=orcini
1483,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13332&GenusName=Branchiostegus&SpeciesName=albus
1484,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4782&GenusName=Branchiostegus&SpeciesName=auratus
1485,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4780&GenusName=Branchiostegus&SpeciesName=japonicus
1486,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7957&GenusName=Branchiostegus&SpeciesName=sawakinensis
1487,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14440&GenusName=Branchiostegus&SpeciesName=serratus
1488,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14441&GenusName=Branchiostegus&SpeciesName=wardi
1489,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3296&GenusName=Bregmaceros&SpeciesName=atlanticus
1490,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45361&GenusName=Bregmaceros&SpeciesName=bathymaster
1491,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19690&GenusName=Bregmaceros&SpeciesName=japonicus
1492,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13439&GenusName=Bregmaceros&SpeciesName=lanceolatus
1493,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8735&GenusName=Bregmaceros&SpeciesName=mcclellandi
1494,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8736&GenusName=Bregmaceros&SpeciesName=nectabanus
1495,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=44918&GenusName=Bregmaceros&SpeciesName=pescadorus
1496,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=49818&GenusName=Breitensteinia&SpeciesName=cessator
1497,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50069&GenusName=Breitensteinia&SpeciesName=hypselurus
1498,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18524&GenusName=Breitensteinia&SpeciesName=insignis
1499,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21510&GenusName=Brephostoma&SpeciesName=carpenteri
1500,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=56199&GenusName=Brevibora&SpeciesName=cheeya
1501,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10690&GenusName=Brevibora&SpeciesName=dorsiocellata
1502,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5445&GenusName=Brevimyrus&SpeciesName=niger
1503,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13476&GenusName=Brevitrygon&SpeciesName=imbricata
1504,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1780&GenusName=Brevoortia&SpeciesName=aurea
1505,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1781&GenusName=Brevoortia&SpeciesName=gunteri
1506,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1782&GenusName=Brevoortia&SpeciesName=patronus
1507,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1783&GenusName=Brevoortia&SpeciesName=pectinata
1508,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1784&GenusName=Brevoortia&SpeciesName=smithi
1509,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1785&GenusName=Brevoortia&SpeciesName=tyrannus
1510,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5446&GenusName=Brienomyrus&SpeciesName=brachyistius
1511,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5447&GenusName=Brienomyrus&SpeciesName=longianalis
1512,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39307&GenusName=Brockius&SpeciesName=striatus
1513,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=61&GenusName=Brosme&SpeciesName=brosme
1514,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=500&GenusName=Brotula&SpeciesName=barbata
1515,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8588&GenusName=Brotula&SpeciesName=clarkae
1516,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7588&GenusName=Brotula&SpeciesName=multibarbata
1517,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53282&GenusName=Brotulinella&SpeciesName=taiwanensis
1518,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9271&GenusName=Brotulotaenia&SpeciesName=brevicauda
1519,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13436&GenusName=Brustiarius&SpeciesName=nox
1520,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13430&GenusName=Brustiarius&SpeciesName=solidus
1521,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7333&GenusName=Bryaninops&SpeciesName=amplus
1522,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7334&GenusName=Bryaninops&SpeciesName=erythrops
1523,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7335&GenusName=Bryaninops&SpeciesName=natans
1524,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=46210&GenusName=Bryaninops&SpeciesName=nexus
1525,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7422&GenusName=Bryaninops&SpeciesName=ridens
1526,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7573&GenusName=Bryaninops&SpeciesName=tigris
1527,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5478&GenusName=Brycinus&SpeciesName=imberi
1528,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12200&GenusName=Brycinus&SpeciesName=lateralis
1529,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5471&GenusName=Brycinus&SpeciesName=leuciscus
1530,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5474&GenusName=Brycinus&SpeciesName=longipinnis
1531,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5480&GenusName=Brycinus&SpeciesName=macrolepidotus
1532,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5475&GenusName=Brycinus&SpeciesName=nurse
1533,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11420&GenusName=Brycinus&SpeciesName=rhodopleura
1534,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4836&GenusName=Brycinus&SpeciesName=sadleri
1535,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43994&GenusName=Brycon&SpeciesName=amazonicus
1536,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=44011&GenusName=Brycon&SpeciesName=behreae
1537,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20134&GenusName=Brycon&SpeciesName=cephalus
1538,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58561&GenusName=Brycon&SpeciesName=costaricensis
1539,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42712&GenusName=Brycon&SpeciesName=dentex
1540,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=52208&GenusName=Brycon&SpeciesName=gouldingi
1541,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9017&GenusName=Brycon&SpeciesName=guatemalensis
1542,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43996&GenusName=Brycon&SpeciesName=hilarii
1543,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21635&GenusName=Brycon&SpeciesName=melanopterus
1544,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=40798&GenusName=Brycon&SpeciesName=orbignyanus
1545,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12702&GenusName=Brycon&SpeciesName=pesu
1546,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41361&GenusName=Bryconamericus&SpeciesName=alpha
1547,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59217&GenusName=Bryconamericus&SpeciesName=caldasi
1548,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59592&GenusName=Bryconamericus&SpeciesName=ecuadorensis
1549,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42917&GenusName=Bryconamericus&SpeciesName=iheringii
1550,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59364&GenusName=Bryconamericus&SpeciesName=pinnavittatus
1551,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42928&GenusName=Bryconamericus&SpeciesName=scleroparius
1552,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42910&GenusName=Bryconamericus&SpeciesName=stramineus
1553,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42935&GenusName=Bryconamericus&SpeciesName=terrabensis
1554,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12672&GenusName=Bryconops&SpeciesName=affinis
1555,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12673&GenusName=Bryconops&SpeciesName=caudomaculatus
1556,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=38604&GenusName=Bryconops&SpeciesName=melanurus
1557,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59667&GenusName=Bryconops&SpeciesName=munduruku
1558,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60235&GenusName=Bryconops&SpeciesName=tocantinensis
1559,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=38859&GenusName=Bryx&SpeciesName=veleronis
1560,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2444&GenusName=Buccochromis&SpeciesName=atritaeniatus
1561,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2443&GenusName=Buccochromis&SpeciesName=heterotaenia
1562,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2441&GenusName=Buccochromis&SpeciesName=lepturus
1563,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2442&GenusName=Buccochromis&SpeciesName=rhoadesii
1564,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1993&GenusName=Buenia&SpeciesName=affinis
1565,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=62&GenusName=Buenia&SpeciesName=jeffreysii
1566,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10504&GenusName=Bufoceratias&SpeciesName=wedli
1567,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=63&GenusName=Buglossidium&SpeciesName=luteum
1568,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20884&GenusName=Bujurquina&SpeciesName=huallagae
1569,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39358&GenusName=Bujurquina&SpeciesName=mariae
1570,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20891&GenusName=Bujurquina&SpeciesName=moriorum
1571,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43453&GenusName=Bujurquina&SpeciesName=oenolaemus
1572,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59040&GenusName=Bujurquina&SpeciesName=pardus
1573,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=17884&GenusName=Bunaka&SpeciesName=gyrinoides
1574,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=40858&GenusName=Bunocephalus&SpeciesName=aleuropsis
1575,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59320&GenusName=Bunocephalus&SpeciesName=aloikae
1576,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12478&GenusName=Bunocephalus&SpeciesName=coracoideus
1577,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=40864&GenusName=Bunocephalus&SpeciesName=doriae
1578,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59312&GenusName=Bunocephalus&SpeciesName=hartti
1579,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59319&GenusName=Bunocephalus&SpeciesName=minerim
1580,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12118&GenusName=Butis&SpeciesName=amboinensis
1581,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8346&GenusName=Butis&SpeciesName=butis
1582,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8347&GenusName=Butis&SpeciesName=koilomatodon
1583,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18334&GenusName=Butis&SpeciesName=melanostigma
1584,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=833&GenusName=Bythaelurus&SpeciesName=canescens
1585,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=834&GenusName=Bythaelurus&SpeciesName=dawsoni
1586,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=835&GenusName=Bythaelurus&SpeciesName=hispidus
1587,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=838&GenusName=Bythaelurus&SpeciesName=lutarius
1588,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=46430&GenusName=Bythites&SpeciesName=fuscus
1589,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19295&GenusName=Cabdio&SpeciesName=morar
1590,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59796&GenusName=Caecieleotris&SpeciesName=morrisi
1591,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6414&GenusName=Caecobarbus&SpeciesName=geertsii
1592,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6415&GenusName=Caecocypris&SpeciesName=basimi
1593,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41846&GenusName=Caecogobius&SpeciesName=cryptophthalmus
1594,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=52183&GenusName=Caelatoglanis&SpeciesName=zonatus
1595,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20232&GenusName=Caenotropus&SpeciesName=labyrinthicus
1596,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21723&GenusName=Caenotropus&SpeciesName=maculosus
1597,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=934&GenusName=Caesio&SpeciesName=caerulaurea
1598,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=935&GenusName=Caesio&SpeciesName=cuning
1599,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=936&GenusName=Caesio&SpeciesName=lunaris
1600,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=937&GenusName=Caesio&SpeciesName=striata
1601,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=938&GenusName=Caesio&SpeciesName=suevica
1602,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=939&GenusName=Caesio&SpeciesName=teres
1603,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=940&GenusName=Caesio&SpeciesName=varilineata
1604,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=943&GenusName=Caesio&SpeciesName=xanthonota
1605,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14176&GenusName=Caesioperca&SpeciesName=lepidoptera
1606,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15427&GenusName=Caffrogobius&SpeciesName=agulhensis
1607,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10247&GenusName=Caffrogobius&SpeciesName=caffer
1608,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10249&GenusName=Caffrogobius&SpeciesName=gilchristi
1609,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10299&GenusName=Caffrogobius&SpeciesName=saldanha
1610,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=17995&GenusName=Cairnsichthys&SpeciesName=rhombosomoides
1611,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1236&GenusName=Calamus&SpeciesName=arctifrons
1612,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1237&GenusName=Calamus&SpeciesName=bajonado
1613,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3769&GenusName=Calamus&SpeciesName=brachysomus
1614,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1238&GenusName=Calamus&SpeciesName=calamus
1615,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1241&GenusName=Calamus&SpeciesName=leucosteus
1616,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1242&GenusName=Calamus&SpeciesName=nodosus
1617,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1243&GenusName=Calamus&SpeciesName=penna
1618,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1244&GenusName=Calamus&SpeciesName=pennatula
1619,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1245&GenusName=Calamus&SpeciesName=proridens
1620,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8415&GenusName=Calamus&SpeciesName=taurinus
1621,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14615&GenusName=Callanthias&SpeciesName=australis
1622,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13325&GenusName=Callanthias&SpeciesName=japonicus
1623,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1979&GenusName=Callanthias&SpeciesName=ruber
1624,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2836&GenusName=Callechelys&SpeciesName=guineensis
1625,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13220&GenusName=Callechelys&SpeciesName=marmorata
1626,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11246&GenusName=Callichthys&SpeciesName=callichthys
1627,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45767&GenusName=Calliclinus&SpeciesName=geniguttatus
1628,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39078&GenusName=Callionymus&SpeciesName=carebares
1629,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45706&GenusName=Callionymus&SpeciesName=curvicornis
1630,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15646&GenusName=Callionymus&SpeciesName=delicatulus
1631,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15647&GenusName=Callionymus&SpeciesName=enneactis
1632,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20483&GenusName=Callionymus&SpeciesName=fasciatus
1633,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=239&GenusName=Callionymus&SpeciesName=filamentosus
1634,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19968&GenusName=Callionymus&SpeciesName=fluviatilis
1635,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1336&GenusName=Callionymus&SpeciesName=gardineri
1636,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39080&GenusName=Callionymus&SpeciesName=hindsii
1637,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10684&GenusName=Callionymus&SpeciesName=japonicus
1638,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=34&GenusName=Callionymus&SpeciesName=lyra
1639,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2003&GenusName=Callionymus&SpeciesName=maculatus
1640,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7958&GenusName=Callionymus&SpeciesName=marleyi
1641,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=49014&GenusName=Callionymus&SpeciesName=octostigmatus
1642,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41372&GenusName=Callionymus&SpeciesName=pleurostictus
1643,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20613&GenusName=Callionymus&SpeciesName=pusillus
1644,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=33&GenusName=Callionymus&SpeciesName=reticulatus
1645,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1980&GenusName=Callionymus&SpeciesName=risso
1646,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20990&GenusName=Callionymus&SpeciesName=sagitta
1647,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15648&GenusName=Callionymus&SpeciesName=simplicicornis
1648,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20361&GenusName=Callionymus&SpeciesName=valenciennei
1649,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8460&GenusName=Callochromis&SpeciesName=melanostigma
1650,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8462&GenusName=Callochromis&SpeciesName=pleurospilus
1651,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21560&GenusName=Callogobius&SpeciesName=clitellus
1652,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7428&GenusName=Callogobius&SpeciesName=hasseltii
1653,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7337&GenusName=Callogobius&SpeciesName=okinawae
1654,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7430&GenusName=Callogobius&SpeciesName=sclateri
1655,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18799&GenusName=Callogobius&SpeciesName=snelliusi
1656,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18800&GenusName=Callogobius&SpeciesName=tanegasimae
1657,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10095&GenusName=Callopanchax&SpeciesName=occidentalis
1658,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13001&GenusName=Calloplesiops&SpeciesName=altivelis
1659,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8713&GenusName=Callorhinchus&SpeciesName=callorynchus
1660,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=181&GenusName=Callorhinchus&SpeciesName=capensis
1661,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4944&GenusName=Callorhinchus&SpeciesName=milii
1662,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12441&GenusName=Calophysus&SpeciesName=macropterus
1663,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4550&GenusName=Calotomus&SpeciesName=carolinus
1664,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4552&GenusName=Calotomus&SpeciesName=spinidens
1665,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4553&GenusName=Calotomus&SpeciesName=viridescens
1666,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13809&GenusName=Calumia&SpeciesName=godeffroyi
1667,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=38876&GenusName=Campichthys&SpeciesName=tricarinatus
1668,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2090&GenusName=Campogramma&SpeciesName=glaycos
1669,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2939&GenusName=Campostoma&SpeciesName=anomalum
1670,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2940&GenusName=Campostoma&SpeciesName=oligolepis
1671,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2941&GenusName=Campostoma&SpeciesName=ornatum
1672,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10472&GenusName=Campostoma&SpeciesName=pauciradii
1673,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15390&GenusName=Cancelloxus&SpeciesName=elongatus
1674,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15539&GenusName=Candidia&SpeciesName=barbata
1675,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6133&GenusName=Cantherhines&SpeciesName=dumerilii
1676,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8152&GenusName=Cantherhines&SpeciesName=fronticinctus
1677,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4473&GenusName=Cantherhines&SpeciesName=macrocerus
1678,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6955&GenusName=Cantherhines&SpeciesName=pardalis
1679,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1098&GenusName=Cantherhines&SpeciesName=pullus
1680,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8145&GenusName=Cantherhines&SpeciesName=sandwichiensis
1681,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39124&GenusName=Canthidermis&SpeciesName=macrolepis
1682,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4474&GenusName=Canthidermis&SpeciesName=maculata
1683,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4475&GenusName=Canthidermis&SpeciesName=sufflamen
1684,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8150&GenusName=Canthigaster&SpeciesName=amboinensis
1685,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6862&GenusName=Canthigaster&SpeciesName=bennetti
1686,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50995&GenusName=Canthigaster&SpeciesName=capistrata
1687,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6863&GenusName=Canthigaster&SpeciesName=compressa
1688,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8155&GenusName=Canthigaster&SpeciesName=coronata
1689,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8156&GenusName=Canthigaster&SpeciesName=epilampra
1690,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50984&GenusName=Canthigaster&SpeciesName=figueiredoi
1691,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8154&GenusName=Canthigaster&SpeciesName=jactator
1692,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6864&GenusName=Canthigaster&SpeciesName=janthinoptera
1693,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6865&GenusName=Canthigaster&SpeciesName=leoparda
1694,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13021&GenusName=Canthigaster&SpeciesName=ocellicincta
1695,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14052&GenusName=Canthigaster&SpeciesName=punctatissima
1696,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6988&GenusName=Canthigaster&SpeciesName=rivulata
