,Maturity_Studies
565,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2443&GenusName=Chrysichthys&SpeciesName=auratus&fc=668
566,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2441&GenusName=Chrysichthys&SpeciesName=maurus&fc=668
567,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2440&GenusName=Chrysichthys&SpeciesName=nigrodigitatus&fc=668
568,https://www.fishbase.de/Reproduction/MaturityList.php?ID=60382&GenusName=Chrysichthys&SpeciesName=polli&fc=668
569,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6002&GenusName=Chrysoblephus&SpeciesName=cristiceps&fc=330
570,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6003&GenusName=Chrysoblephus&SpeciesName=gibbiceps&fc=330
571,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5529&GenusName=Chrysoblephus&SpeciesName=laticeps&fc=330
572,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5530&GenusName=Chrysoblephus&SpeciesName=puniceus&fc=330
573,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46777&GenusName=Cichla&SpeciesName=intermedia&fc=349
574,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62991&GenusName=Cichla&SpeciesName=kelberi&fc=349
575,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13270&GenusName=Cichla&SpeciesName=monoculus&fc=349
576,https://www.fishbase.de/Reproduction/MaturityList.php?ID=457&GenusName=Cichla&SpeciesName=ocellaris&fc=349
577,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46779&GenusName=Cichla&SpeciesName=orinocensis&fc=349
578,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6461&GenusName=Cichla&SpeciesName=temensis&fc=349
579,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46786&GenusName=Cichlasoma&SpeciesName=orientale&fc=349
580,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46792&GenusName=Cichlasoma&SpeciesName=paranaense&fc=349
581,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1290&GenusName=Ciliata&SpeciesName=mustela&fc=505
582,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1873&GenusName=Ciliata&SpeciesName=septentrionalis&fc=505
583,https://www.fishbase.de/Reproduction/MaturityList.php?ID=707&GenusName=Cirrhigaleus&SpeciesName=asper&fc=13
584,https://www.fishbase.de/Reproduction/MaturityList.php?ID=668&GenusName=Cirrhigaleus&SpeciesName=barbifer&fc=13
585,https://www.fishbase.de/Reproduction/MaturityList.php?ID=59510&GenusName=Cirrhilabrus&SpeciesName=earlei&fc=362
586,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49051&GenusName=Cirrhinus&SpeciesName=molitorella&fc=122
587,https://www.fishbase.de/Reproduction/MaturityList.php?ID=65229&GenusName=Cirrhinus&SpeciesName=reba&fc=122
588,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4385&GenusName=Cirripectes&SpeciesName=alboapicalis&fc=392
589,https://www.fishbase.de/Reproduction/MaturityList.php?ID=59271&GenusName=Cirripectes&SpeciesName=alleni&fc=392
590,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4386&GenusName=Cirripectes&SpeciesName=auritus&fc=392
591,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4387&GenusName=Cirripectes&SpeciesName=castaneus&fc=392
592,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4388&GenusName=Cirripectes&SpeciesName=chelomatus&fc=392
593,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4389&GenusName=Cirripectes&SpeciesName=filamentosus&fc=392
594,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4390&GenusName=Cirripectes&SpeciesName=fuscoguttatus&fc=392
595,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4391&GenusName=Cirripectes&SpeciesName=gilberti&fc=392
596,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4392&GenusName=Cirripectes&SpeciesName=hutchinsi&fc=392
597,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4393&GenusName=Cirripectes&SpeciesName=imitator&fc=392
598,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4394&GenusName=Cirripectes&SpeciesName=jenningsi&fc=392
599,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4396&GenusName=Cirripectes&SpeciesName=obscurus&fc=392
600,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4397&GenusName=Cirripectes&SpeciesName=perustus&fc=392
601,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4398&GenusName=Cirripectes&SpeciesName=polyzona&fc=392
602,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4399&GenusName=Cirripectes&SpeciesName=quagga&fc=392
603,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4400&GenusName=Cirripectes&SpeciesName=randalli&fc=392
604,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4401&GenusName=Cirripectes&SpeciesName=springeri&fc=392
605,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4402&GenusName=Cirripectes&SpeciesName=stigmaticus&fc=392
606,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4403&GenusName=Cirripectes&SpeciesName=vanderbilti&fc=392
607,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4404&GenusName=Cirripectes&SpeciesName=variolosus&fc=392
608,https://www.fishbase.de/Reproduction/MaturityList.php?ID=66799&GenusName=Citharichthys&SpeciesName=darwini&fc=514
609,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4215&GenusName=Citharichthys&SpeciesName=sordidus&fc=514
610,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5267&GenusName=Citharinops&SpeciesName=distichodoides&fc=116
611,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5269&GenusName=Citharinus&SpeciesName=citharus&fc=116
612,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2098&GenusName=Clarias&SpeciesName=agboyiensis&fc=139
613,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3054&GenusName=Clarias&SpeciesName=batrachus&fc=139
614,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1934&GenusName=Clarias&SpeciesName=gariepinus&fc=139
615,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4805&GenusName=Clarias&SpeciesName=macrocephalus&fc=139
616,https://www.fishbase.de/Reproduction/MaturityList.php?ID=59622&GenusName=Clarkichthys&SpeciesName=bilineatus&fc=410
617,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5463&GenusName=Clarotes&SpeciesName=laticeps&fc=668
618,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8560&GenusName=Cleisthenes&SpeciesName=herzensteini&fc=440
619,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3840&GenusName=Clevelandia&SpeciesName=ios&fc=405
620,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8838&GenusName=Clidoderma&SpeciesName=asperrimum&fc=440
621,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10684&GenusName=Clinus&SpeciesName=spatulatus&fc=391
622,https://www.fishbase.de/Reproduction/MaturityList.php?ID=26254&GenusName=Clinus&SpeciesName=superciliosus&fc=391
623,https://www.fishbase.de/Reproduction/MaturityList.php?ID=24&GenusName=Clupea&SpeciesName=harengus&fc=43
624,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1520&GenusName=Clupea&SpeciesName=pallasii+pallasii&fc=43
625,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1469&GenusName=Clupeonella&SpeciesName=abrau&fc=43
626,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1470&GenusName=Clupeonella&SpeciesName=cultriventris&fc=43
627,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12092&GenusName=Cnidoglanis&SpeciesName=macrocephalus&fc=149
628,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49105&GenusName=Cobitis&SpeciesName=bilineata&fc=127
629,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9957&GenusName=Cobitis&SpeciesName=calderoni&fc=127
630,https://www.fishbase.de/Reproduction/MaturityList.php?ID=65311&GenusName=Cobitis&SpeciesName=narentana&fc=127
631,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9960&GenusName=Cobitis&SpeciesName=paludica&fc=127
632,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6378&GenusName=Cobitis&SpeciesName=taenia&fc=127
633,https://www.fishbase.de/Reproduction/MaturityList.php?ID=625&GenusName=Coilia&SpeciesName=dussumieri&fc=454
634,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23635&GenusName=Collichthys&SpeciesName=lucidus&fc=331
635,https://www.fishbase.de/Reproduction/MaturityList.php?ID=303&GenusName=Cololabis&SpeciesName=saira&fc=208
636,https://www.fishbase.de/Reproduction/MaturityList.php?ID=26382&GenusName=Comephorus&SpeciesName=baikalensis&fc=279
637,https://www.fishbase.de/Reproduction/MaturityList.php?ID=26384&GenusName=Comephorus&SpeciesName=dybowskii&fc=279
638,https://www.fishbase.de/Reproduction/MaturityList.php?ID=301&GenusName=Conger&SpeciesName=conger&fc=62
639,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11713&GenusName=Congresox&SpeciesName=talabonoides&fc=504
640,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4419&GenusName=Congrogadus&SpeciesName=subducens&fc=291
641,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2295&GenusName=Copadichromis&SpeciesName=mloto&fc=349
642,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2284&GenusName=Copadichromis&SpeciesName=pleurostigmoides&fc=349
643,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2286&GenusName=Copadichromis&SpeciesName=quadrimaculatus&fc=349
644,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2296&GenusName=Copadichromis&SpeciesName=virginalis&fc=349
645,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2488&GenusName=Coptodon&SpeciesName=guineensis&fc=349
646,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1397&GenusName=Coptodon&SpeciesName=rendalli&fc=349
647,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1390&GenusName=Coptodon&SpeciesName=zillii&fc=349
648,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49197&GenusName=Coregonus&SpeciesName=albellus&fc=76
649,https://www.fishbase.de/Reproduction/MaturityList.php?ID=231&GenusName=Coregonus&SpeciesName=albula&fc=76
650,https://www.fishbase.de/Reproduction/MaturityList.php?ID=235&GenusName=Coregonus&SpeciesName=artedi&fc=76
651,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49217&GenusName=Coregonus&SpeciesName=atterensis&fc=76
652,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2669&GenusName=Coregonus&SpeciesName=autumnalis&fc=76
653,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49193&GenusName=Coregonus&SpeciesName=candidus&fc=76
654,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12549&GenusName=Coregonus&SpeciesName=chadary&fc=76
655,https://www.fishbase.de/Reproduction/MaturityList.php?ID=234&GenusName=Coregonus&SpeciesName=clupeaformis&fc=76
656,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49235&GenusName=Coregonus&SpeciesName=danneri&fc=76
657,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62042&GenusName=Coregonus&SpeciesName=fontanae&fc=76
658,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2670&GenusName=Coregonus&SpeciesName=hoyi&fc=76
659,https://www.fishbase.de/Reproduction/MaturityList.php?ID=65381&GenusName=Coregonus&SpeciesName=kiletz&fc=76
660,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2672&GenusName=Coregonus&SpeciesName=kiyi&fc=76
661,https://www.fishbase.de/Reproduction/MaturityList.php?ID=232&GenusName=Coregonus&SpeciesName=lavaretus&fc=76
662,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49271&GenusName=Coregonus&SpeciesName=lucinensis&fc=76
663,https://www.fishbase.de/Reproduction/MaturityList.php?ID=64639&GenusName=Coregonus&SpeciesName=lutokka&fc=76
664,https://www.fishbase.de/Reproduction/MaturityList.php?ID=48236&GenusName=Coregonus&SpeciesName=maraena&fc=76
665,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4788&GenusName=Coregonus&SpeciesName=migratorius&fc=76
666,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12547&GenusName=Coregonus&SpeciesName=muksun&fc=76
667,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2674&GenusName=Coregonus&SpeciesName=nasus&fc=76
668,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10113&GenusName=Coregonus&SpeciesName=nelsonii&fc=76
669,https://www.fishbase.de/Reproduction/MaturityList.php?ID=233&GenusName=Coregonus&SpeciesName=oxyrinchus&fc=76
670,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49195&GenusName=Coregonus&SpeciesName=palaea&fc=76
671,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4687&GenusName=Coregonus&SpeciesName=peled&fc=76
672,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2676&GenusName=Coregonus&SpeciesName=pidschian&fc=76
673,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4646&GenusName=Coregonus&SpeciesName=pollan&fc=76
674,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49238&GenusName=Coregonus&SpeciesName=renke&fc=76
675,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2678&GenusName=Coregonus&SpeciesName=sardinella&fc=76
676,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12540&GenusName=Coregonus&SpeciesName=tugun&fc=76
677,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12548&GenusName=Coregonus&SpeciesName=ussuriensis&fc=76
678,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49290&GenusName=Coregonus&SpeciesName=vandesius&fc=76
679,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49212&GenusName=Coregonus&SpeciesName=wartmanni&fc=76
680,https://www.fishbase.de/Reproduction/MaturityList.php?ID=48137&GenusName=Coregonus&SpeciesName=widegreni&fc=76
681,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6191&GenusName=Coreobagrus&SpeciesName=ichikawai&fc=130
682,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1566&GenusName=Corica&SpeciesName=soborna&fc=43
683,https://www.fishbase.de/Reproduction/MaturityList.php?ID=58&GenusName=Coris&SpeciesName=julis&fc=362
684,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7&GenusName=Coryphaena&SpeciesName=equiselis&fc=315
685,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6&GenusName=Coryphaena&SpeciesName=hippurus&fc=315
686,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8467&GenusName=Coryphaenoides&SpeciesName=acrolepis&fc=185
687,https://www.fishbase.de/Reproduction/MaturityList.php?ID=17066&GenusName=Coryphaenoides&SpeciesName=carapinus&fc=185
688,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8473&GenusName=Coryphaenoides&SpeciesName=cinereus&fc=185
689,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8474&GenusName=Coryphaenoides&SpeciesName=longifilis&fc=185
690,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8175&GenusName=Coryphaenoides&SpeciesName=mediterraneus&fc=185
691,https://www.fishbase.de/Reproduction/MaturityList.php?ID=332&GenusName=Coryphaenoides&SpeciesName=rupestris&fc=185
692,https://www.fishbase.de/Reproduction/MaturityList.php?ID=63493&GenusName=Coryphopterus&SpeciesName=kuna&fc=405
693,https://www.fishbase.de/Reproduction/MaturityList.php?ID=25368&GenusName=Corythoichthys&SpeciesName=insularis&fc=258
694,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3293&GenusName=Cosmocampus&SpeciesName=arctus&fc=258
695,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46217&GenusName=Cosmocampus&SpeciesName=coccineus&fc=258
696,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46223&GenusName=Cosmocampus&SpeciesName=heraldi&fc=258
697,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4061&GenusName=Cottus&SpeciesName=aleuticus&fc=277
698,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4066&GenusName=Cottus&SpeciesName=beldingii&fc=277
699,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4068&GenusName=Cottus&SpeciesName=cognatus&fc=277
700,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2439&GenusName=Cottus&SpeciesName=gobio&fc=277
701,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62359&GenusName=Cottus&SpeciesName=metae&fc=277
702,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62361&GenusName=Cottus&SpeciesName=microstomus&fc=277
703,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62356&GenusName=Cottus&SpeciesName=perifretum&fc=277
704,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49384&GenusName=Cottus&SpeciesName=petiti&fc=277
705,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8419&GenusName=Cottus&SpeciesName=poecilopus&fc=277
706,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23930&GenusName=Cottus&SpeciesName=pollux&fc=277
707,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62357&GenusName=Cottus&SpeciesName=rhenanus&fc=277
708,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62358&GenusName=Cottus&SpeciesName=scaturigo&fc=277
709,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2748&GenusName=Couesius&SpeciesName=plumbeus&fc=122
710,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46821&GenusName=Crenicichla&SpeciesName=britskii&fc=349
711,https://www.fishbase.de/Reproduction/MaturityList.php?ID=52202&GenusName=Crenicichla&SpeciesName=iguassuensis&fc=349
712,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4817&GenusName=Crenimugil&SpeciesName=buchanani&fc=359
713,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6338&GenusName=Croilia&SpeciesName=mossambica&fc=405
714,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6457&GenusName=Cromileptes&SpeciesName=altivelis&fc=289
715,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3098&GenusName=Cryptopsaras&SpeciesName=couesii&fc=203
716,https://www.fishbase.de/Reproduction/MaturityList.php?ID=60&GenusName=Crystallogobius&SpeciesName=linearis&fc=405
717,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6015&GenusName=Ctenochaetus&SpeciesName=strigosus&fc=412
718,https://www.fishbase.de/Reproduction/MaturityList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&fc=362
719,https://www.fishbase.de/Reproduction/MaturityList.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella&fc=122
720,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2213&GenusName=Ctenopharynx&SpeciesName=intermedius&fc=349
721,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14105&GenusName=Ctenosciaena&SpeciesName=peruviana&fc=331
722,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8397&GenusName=Cubiceps&SpeciesName=caeruleus&fc=422
723,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3271&GenusName=Culaea&SpeciesName=inconstans&fc=260
724,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46708&GenusName=Culter&SpeciesName=alburnus&fc=122
725,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&fc=284
726,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1774&GenusName=Cyclothone&SpeciesName=braueri&fc=88
727,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1775&GenusName=Cyclothone&SpeciesName=microdon&fc=88
728,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6966&GenusName=Cyclothone&SpeciesName=pallida&fc=88
729,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9989&GenusName=Cyclothone&SpeciesName=pygmaea&fc=88
730,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5531&GenusName=Cymatoceps&SpeciesName=nasutus&fc=330
731,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3626&GenusName=Cymatogaster&SpeciesName=aggregata&fc=348
732,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7523&GenusName=Cynoglossus&SpeciesName=arel&fc=442
733,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4948&GenusName=Cynoglossus&SpeciesName=canariensis&fc=442
734,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5489&GenusName=Cynoglossus&SpeciesName=lida&fc=442
735,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8238&GenusName=Cynoglossus&SpeciesName=lingua&fc=442
736,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6083&GenusName=Cynoglossus&SpeciesName=macrostomus&fc=442
737,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1169&GenusName=Cynoscion&SpeciesName=acoupa&fc=331
738,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14024&GenusName=Cynoscion&SpeciesName=albus&fc=331
739,https://www.fishbase.de/Reproduction/MaturityList.php?ID=403&GenusName=Cynoscion&SpeciesName=analis&fc=331
740,https://www.fishbase.de/Reproduction/MaturityList.php?ID=52918&GenusName=Cynoscion&SpeciesName=guatucupa&fc=331
741,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1171&GenusName=Cynoscion&SpeciesName=jamaicensis&fc=331
742,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1174&GenusName=Cynoscion&SpeciesName=microlepidotus&fc=331
743,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14027&GenusName=Cynoscion&SpeciesName=nannus&fc=331
744,https://www.fishbase.de/Reproduction/MaturityList.php?ID=405&GenusName=Cynoscion&SpeciesName=nebulosus&fc=331
745,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1175&GenusName=Cynoscion&SpeciesName=nothus&fc=331
746,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14026&GenusName=Cynoscion&SpeciesName=othonopterus&fc=331
747,https://www.fishbase.de/Reproduction/MaturityList.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis&fc=331
748,https://www.fishbase.de/Reproduction/MaturityList.php?ID=407&GenusName=Cynoscion&SpeciesName=striatus&fc=331
749,https://www.fishbase.de/Reproduction/MaturityList.php?ID=51340&GenusName=Cyphocharax&SpeciesName=modestus&fc=111
750,https://www.fishbase.de/Reproduction/MaturityList.php?ID=51247&GenusName=Cyphocharax&SpeciesName=nagelii&fc=111
751,https://www.fishbase.de/Reproduction/MaturityList.php?ID=48064&GenusName=Cyphocottus&SpeciesName=megalops&fc=584
752,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5407&GenusName=Cyphomyrus&SpeciesName=discorhynchus&fc=40
753,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6107&GenusName=Cyprinella&SpeciesName=monacha&fc=122
754,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2903&GenusName=Cyprinella&SpeciesName=spiloptera&fc=122
755,https://www.fishbase.de/Reproduction/MaturityList.php?ID=54827&GenusName=Cyprinion&SpeciesName=kais&fc=122
756,https://www.fishbase.de/Reproduction/MaturityList.php?ID=54828&GenusName=Cyprinion&SpeciesName=macrostomum&fc=122
757,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&fc=122
758,https://www.fishbase.de/Reproduction/MaturityList.php?ID=15365&GenusName=Cypselurus&SpeciesName=oligolepis&fc=206
759,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10676&GenusName=Cyttus&SpeciesName=traversi&fc=629
760,https://www.fishbase.de/Reproduction/MaturityList.php?ID=51434&GenusName=Dactylagnus&SpeciesName=mundus&fc=380
761,https://www.fishbase.de/Reproduction/MaturityList.php?ID=56670&GenusName=Dactyloscopus&SpeciesName=lacteus&fc=380
762,https://www.fishbase.de/Reproduction/MaturityList.php?ID=60683&GenusName=Dactyloscopus&SpeciesName=metoecus&fc=380
763,https://www.fishbase.de/Reproduction/MaturityList.php?ID=669&GenusName=Dalatias&SpeciesName=licha&fc=557
764,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis&fc=75
765,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4653&GenusName=Danio&SpeciesName=rerio&fc=122
766,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&fc=350
767,https://www.fishbase.de/Reproduction/MaturityList.php?ID=670&GenusName=Deania&SpeciesName=calcea&fc=558
768,https://www.fishbase.de/Reproduction/MaturityList.php?ID=672&GenusName=Deania&SpeciesName=profundorum&fc=558
769,https://www.fishbase.de/Reproduction/MaturityList.php?ID=673&GenusName=Deania&SpeciesName=quadrispinosa&fc=558
770,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1938&GenusName=Decapterus&SpeciesName=macrosoma&fc=314
771,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1939&GenusName=Decapterus&SpeciesName=maruadsi&fc=314
772,https://www.fishbase.de/Reproduction/MaturityList.php?ID=994&GenusName=Decapterus&SpeciesName=punctatus&fc=314
773,https://www.fishbase.de/Reproduction/MaturityList.php?ID=374&GenusName=Decapterus&SpeciesName=russelli&fc=314
774,https://www.fishbase.de/Reproduction/MaturityList.php?ID=995&GenusName=Decapterus&SpeciesName=tabl&fc=314
775,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13835&GenusName=Decodon&SpeciesName=melasma&fc=362
776,https://www.fishbase.de/Reproduction/MaturityList.php?ID=26628&GenusName=Delminichthys&SpeciesName=adspersus&fc=122
777,https://www.fishbase.de/Reproduction/MaturityList.php?ID=26629&GenusName=Delminichthys&SpeciesName=ghetaldii&fc=122
778,https://www.fishbase.de/Reproduction/MaturityList.php?ID=61920&GenusName=Delminichthys&SpeciesName=jadovensis&fc=122
779,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6179&GenusName=Deltistes&SpeciesName=luxatus&fc=125
780,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4539&GenusName=Dentex&SpeciesName=canariensis&fc=330
781,https://www.fishbase.de/Reproduction/MaturityList.php?ID=439&GenusName=Dentex&SpeciesName=dentex&fc=330
782,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4536&GenusName=Dentex&SpeciesName=gibbosus&fc=330
783,https://www.fishbase.de/Reproduction/MaturityList.php?ID=438&GenusName=Dentex&SpeciesName=macrophthalmus&fc=330
784,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4538&GenusName=Dentex&SpeciesName=maroccanus&fc=330
785,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4710&GenusName=Dentex&SpeciesName=tumifrons&fc=330
786,https://www.fishbase.de/Reproduction/MaturityList.php?ID=15413&GenusName=Dentiraja&SpeciesName=australis&fc=19
787,https://www.fishbase.de/Reproduction/MaturityList.php?ID=15419&GenusName=Dentiraja&SpeciesName=polyommata&fc=19
788,https://www.fishbase.de/Reproduction/MaturityList.php?ID=50936&GenusName=Deuterodon&SpeciesName=langei&fc=102
789,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4465&GenusName=Diagramma&SpeciesName=pictum&fc=327
790,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7433&GenusName=Diaphus&SpeciesName=anderseni&fc=167
791,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7434&GenusName=Diaphus&SpeciesName=brachycephalus&fc=167
