,Proximate_Analyses
241,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1864&GenusName=Lethrinus&SpeciesName=olivaceus
242,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=520&GenusName=Limanda&SpeciesName=aspera
243,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=521&GenusName=Limanda&SpeciesName=ferruginea
244,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=695&GenusName=Limanda&SpeciesName=limanda
245,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=716&GenusName=Lophius&SpeciesName=piscatorius
246,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=362&GenusName=Lopholatilus&SpeciesName=chamaeleonticeps
247,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1401&GenusName=Lutjanus&SpeciesName=agennes
248,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1403&GenusName=Lutjanus&SpeciesName=analis
249,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1417&GenusName=Lutjanus&SpeciesName=bohar
250,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1423&GenusName=Lutjanus&SpeciesName=campechanus
251,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1427&GenusName=Lutjanus&SpeciesName=cyanopterus
252,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1406&GenusName=Lutjanus&SpeciesName=erythropterus
253,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=261&GenusName=Lutjanus&SpeciesName=fulviflamma
254,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=266&GenusName=Lutjanus&SpeciesName=griseus
255,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=264&GenusName=Lutjanus&SpeciesName=johnii
256,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=156&GenusName=Lutjanus&SpeciesName=kasmira
257,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=162&GenusName=Lutjanus&SpeciesName=malabaricus
258,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=177&GenusName=Lutjanus&SpeciesName=sanguineus
259,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=178&GenusName=Lutjanus&SpeciesName=sebae
260,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=181&GenusName=Lutjanus&SpeciesName=synagris
261,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=184&GenusName=Lutjanus&SpeciesName=vitta
262,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5152&GenusName=Macrognathus&SpeciesName=aculeatus
263,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=331&GenusName=Macrourus&SpeciesName=berglax
264,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=329&GenusName=Macruronus&SpeciesName=magellanicus
265,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1825&GenusName=Macruronus&SpeciesName=novaezelandiae
266,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=218&GenusName=Makaira&SpeciesName=mazara
267,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=216&GenusName=Makaira&SpeciesName=nigricans
268,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=252&GenusName=Mallotus&SpeciesName=villosus
269,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=384&GenusName=Megalaspis&SpeciesName=cordyla
270,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1079&GenusName=Megalops&SpeciesName=atlanticus
271,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=227&GenusName=Megalops&SpeciesName=cyprinoides
272,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus
273,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=390&GenusName=Mene&SpeciesName=maculata
274,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=29&GenusName=Merlangius&SpeciesName=merlangus
275,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=322&GenusName=Merluccius&SpeciesName=australis
276,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=323&GenusName=Merluccius&SpeciesName=bilinearis
277,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1828&GenusName=Merluccius&SpeciesName=capensis
278,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=325&GenusName=Merluccius&SpeciesName=hubbsi
279,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=30&GenusName=Merluccius&SpeciesName=merluccius
280,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=326&GenusName=Merluccius&SpeciesName=productus
281,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=320&GenusName=Micromesistius&SpeciesName=australis
282,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=31&GenusName=Micromesistius&SpeciesName=poutassou
283,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=408&GenusName=Micropogonias&SpeciesName=undulatus
284,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1382&GenusName=Microstomus&SpeciesName=kitt
285,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1383&GenusName=Molva&SpeciesName=dypterygia
286,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=33&GenusName=Molva&SpeciesName=molva
287,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=353&GenusName=Morone&SpeciesName=saxatilis
288,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=785&GenusName=Mugil&SpeciesName=cephalus
289,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=790&GenusName=Mullus&SpeciesName=barbatus+barbatus
290,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1327&GenusName=Mullus&SpeciesName=surmuletus
291,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1729&GenusName=Muraena&SpeciesName=helena
292,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=298&GenusName=Muraenesox&SpeciesName=cinereus
293,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2539&GenusName=Mustelus&SpeciesName=canis
294,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2540&GenusName=Mustelus&SpeciesName=henlei
295,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5941&GenusName=Mustelus&SpeciesName=manazo
296,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4996&GenusName=Mustelus&SpeciesName=mustelus
297,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1211&GenusName=Mycteroperca&SpeciesName=interstitialis
298,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1214&GenusName=Mycteroperca&SpeciesName=rubra
299,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4602&GenusName=Mylopharyngodon&SpeciesName=piceus
300,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4117&GenusName=Myoxocephalus&SpeciesName=aenaeus
301,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=897&GenusName=Negaprion&SpeciesName=brevirostris
302,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=460&GenusName=Nemadactylus&SpeciesName=bergi
303,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=11994&GenusName=Nemadactylus&SpeciesName=douglasii
304,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4559&GenusName=Nemipterus&SpeciesName=japonicus
305,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=396&GenusName=Nemipterus&SpeciesName=virgatus
306,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=229&GenusName=Nemoossis&SpeciesName=belloci
307,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=10220&GenusName=Netuma&SpeciesName=thalassina
308,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=8309&GenusName=Nibea&SpeciesName=soldado
309,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2531&GenusName=Notorynchus&SpeciesName=cepedianus
310,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=188&GenusName=Ocyurus&SpeciesName=chrysurus
311,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1311&GenusName=Odonus&SpeciesName=niger
312,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=240&GenusName=Oncorhynchus&SpeciesName=gorbuscha
313,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=241&GenusName=Oncorhynchus&SpeciesName=keta
314,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=245&GenusName=Oncorhynchus&SpeciesName=kisutch
315,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=242&GenusName=Oncorhynchus&SpeciesName=masou
316,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=239&GenusName=Oncorhynchus&SpeciesName=mykiss
317,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=243&GenusName=Oncorhynchus&SpeciesName=nerka
318,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=509&GenusName=Ophiodon&SpeciesName=elongatus
319,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1486&GenusName=Opisthonema&SpeciesName=oglinum
320,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=108&GenusName=Orcynopsis&SpeciesName=unicolor
321,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3&GenusName=Oreochromis&SpeciesName=mossambicus
322,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2&GenusName=Oreochromis&SpeciesName=niloticus
323,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=253&GenusName=Osmerus&SpeciesName=mordax
324,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4700&GenusName=Osteomugil&SpeciesName=cunnesius
325,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4824&GenusName=Otolithes&SpeciesName=ruber
326,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4570&GenusName=Otolithoides&SpeciesName=biauritus
327,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=890&GenusName=Pagellus&SpeciesName=bogaraveo
328,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=445&GenusName=Pagrus&SpeciesName=major
329,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1756&GenusName=Pagrus&SpeciesName=pagrus
330,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=491&GenusName=Pampus&SpeciesName=argenteus
331,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=8187&GenusName=Pampus&SpeciesName=chinensis
332,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1338&GenusName=Paralichthys&SpeciesName=dentatus
333,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=981&GenusName=Paralichthys&SpeciesName=lethostigma
334,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1351&GenusName=Paralichthys&SpeciesName=olivaceus
335,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=522&GenusName=Paraplagusia&SpeciesName=bilineata
336,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=8092&GenusName=Parapristipoma&SpeciesName=octolineatum
337,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4584&GenusName=Parapristipoma&SpeciesName=trilineatum
338,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1947&GenusName=Parastromateus&SpeciesName=niger
339,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5990&GenusName=Parupeneus&SpeciesName=cyclostomus
340,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5991&GenusName=Parupeneus&SpeciesName=heptacanthus
341,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1336&GenusName=Pegusa&SpeciesName=lascaris
342,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=492&GenusName=Peprilus&SpeciesName=triacanthus
343,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=359&GenusName=Perca&SpeciesName=flavescens
344,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=358&GenusName=Perca&SpeciesName=fluviatilis
345,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5737&GenusName=Platax&SpeciesName=orbicularis
346,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1341&GenusName=Platichthys&SpeciesName=flesus
347,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4249&GenusName=Platichthys&SpeciesName=stellatus
348,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=251&GenusName=Plecoglossus&SpeciesName=altivelis
349,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=398&GenusName=Plectorhinchus&SpeciesName=mediterraneus
350,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4886&GenusName=Plectropomus&SpeciesName=maculatus
351,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=510&GenusName=Pleurogrammus&SpeciesName=azonus
352,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4037&GenusName=Pleurogrammus&SpeciesName=monopterygius
353,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1342&GenusName=Pleuronectes&SpeciesName=platessa
354,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4250&GenusName=Pleuronectes&SpeciesName=quadrituberculatus
355,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1287&GenusName=Plicofollis&SpeciesName=dussumieri
356,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1343&GenusName=Pollachius&SpeciesName=virens
357,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=7557&GenusName=Polymixia&SpeciesName=nobilis
358,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=349&GenusName=Polyprion&SpeciesName=americanus
359,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=350&GenusName=Polyprion&SpeciesName=oxygeneios
360,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=399&GenusName=Pomadasys&SpeciesName=argenteus
361,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4823&GenusName=Pomadasys&SpeciesName=argyreus
362,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5126&GenusName=Pomadasys&SpeciesName=commersonnii
363,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4708&GenusName=Pomadasys&SpeciesName=jubelini
364,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=364&GenusName=Pomatomus&SpeciesName=saltatrix
365,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1149&GenusName=Priacanthus&SpeciesName=arenatus
366,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=356&GenusName=Priacanthus&SpeciesName=macracanthus
367,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=898&GenusName=Prionace&SpeciesName=glauca
368,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1243&GenusName=Prionotus&SpeciesName=carolinus
369,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=721&GenusName=Pristiophorus&SpeciesName=cirratus
370,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2057&GenusName=Pristis&SpeciesName=pectinata
371,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4571&GenusName=Protonibea&SpeciesName=diacanthus
372,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=497&GenusName=Psenopsis&SpeciesName=anomala
373,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4504&GenusName=Psettodes&SpeciesName=belcheri
374,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=513&GenusName=Psettodes&SpeciesName=erumei
375,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1002&GenusName=Pseudocaranx&SpeciesName=dentex
376,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=475&GenusName=Pseudochaenichthys&SpeciesName=georgianus
377,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2020&GenusName=Pseudophycis&SpeciesName=bachus
378,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3542&GenusName=Rachycentron&SpeciesName=canadum
379,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2059&GenusName=Raja&SpeciesName=clavata
380,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=109&GenusName=Rastrelliger&SpeciesName=brachysoma
381,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=111&GenusName=Rastrelliger&SpeciesName=kanagurta
382,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=516&GenusName=Reinhardtius&SpeciesName=hippoglossoides
383,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5368&GenusName=Rhabdosargus&SpeciesName=sarba
384,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=8729&GenusName=Rhina&SpeciesName=ancylostoma
385,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2081&GenusName=Rhincodon&SpeciesName=typus
386,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5338&GenusName=Rhinomugil&SpeciesName=corsula
387,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=899&GenusName=Rhizoprionodon&SpeciesName=acutus
388,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=213&GenusName=Rhomboplites&SpeciesName=aurorubens
389,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5503&GenusName=Rhynchobatus&SpeciesName=djiddensis
390,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=272&GenusName=Rutilus&SpeciesName=rutilus
391,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1044&GenusName=Ruvettus&SpeciesName=pretiosus
392,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=306&GenusName=Salilota&SpeciesName=australis
393,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=236&GenusName=Salmo&SpeciesName=salar
394,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=238&GenusName=Salmo&SpeciesName=trutta
395,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=247&GenusName=Salvelinus&SpeciesName=alpinus
396,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=246&GenusName=Salvelinus&SpeciesName=fontinalis
397,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=6411&GenusName=Salvelinus&SpeciesName=leucomaenis
398,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2691&GenusName=Salvelinus&SpeciesName=malma
399,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=360&GenusName=Sander&SpeciesName=lucioperca
400,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3516&GenusName=Sander&SpeciesName=vitreus
401,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=113&GenusName=Sarda&SpeciesName=chiliensis
402,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=114&GenusName=Sarda&SpeciesName=orientalis
403,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=115&GenusName=Sarda&SpeciesName=sarda
404,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1350&GenusName=Sardina&SpeciesName=pilchardus
405,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1043&GenusName=Sardinella&SpeciesName=aurita
406,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1507&GenusName=Sardinella&SpeciesName=fimbriata
407,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1509&GenusName=Sardinella&SpeciesName=jussieu
408,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1511&GenusName=Sardinella&SpeciesName=longiceps
409,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1047&GenusName=Sardinella&SpeciesName=maderensis
410,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1477&GenusName=Sardinops&SpeciesName=sagax
411,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1389&GenusName=Sarotherodon&SpeciesName=galilaeus
412,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=204&GenusName=Sarpa&SpeciesName=salpa
413,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4764&GenusName=Saurida&SpeciesName=elongata
414,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=6479&GenusName=Saurida&SpeciesName=tumbil
415,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1707&GenusName=Sciaena&SpeciesName=umbra
416,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1191&GenusName=Sciaenops&SpeciesName=ocellatus
417,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=906&GenusName=Scoliodon&SpeciesName=laticaudus
418,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=116&GenusName=Scomber&SpeciesName=australasicus
419,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=117&GenusName=Scomber&SpeciesName=japonicus
420,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=118&GenusName=Scomber&SpeciesName=scombrus
421,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1084&GenusName=Scomberesox&SpeciesName=saurus
422,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1950&GenusName=Scomberoides&SpeciesName=commersonnianus
423,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1951&GenusName=Scomberoides&SpeciesName=lysan
424,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=119&GenusName=Scomberomorus&SpeciesName=brasiliensis
425,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=120&GenusName=Scomberomorus&SpeciesName=cavalla
426,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=121&GenusName=Scomberomorus&SpeciesName=commerson
427,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=122&GenusName=Scomberomorus&SpeciesName=concolor
428,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=123&GenusName=Scomberomorus&SpeciesName=guttatus
429,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=126&GenusName=Scomberomorus&SpeciesName=maculatus
430,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=131&GenusName=Scomberomorus&SpeciesName=niphonius
431,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=133&GenusName=Scomberomorus&SpeciesName=queenslandicus
432,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=134&GenusName=Scomberomorus&SpeciesName=regalis
433,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=135&GenusName=Scomberomorus&SpeciesName=semifasciatus
434,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=136&GenusName=Scomberomorus&SpeciesName=sierra
435,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=137&GenusName=Scomberomorus&SpeciesName=sinensis
436,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=141&GenusName=Scomberomorus&SpeciesName=tritor
437,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1348&GenusName=Scophthalmus&SpeciesName=maximus
438,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=529&GenusName=Scophthalmus&SpeciesName=rhombus
439,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5019&GenusName=Scorpaena&SpeciesName=angolensis
440,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5026&GenusName=Scorpaena&SpeciesName=laevis
441,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=504&GenusName=Sebastes&SpeciesName=alutus
442,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3960&GenusName=Sebastes&SpeciesName=ciliatus
443,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3962&GenusName=Sebastes&SpeciesName=crameri
444,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3964&GenusName=Sebastes&SpeciesName=diploproa
445,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3965&GenusName=Sebastes&SpeciesName=elongatus
446,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=502&GenusName=Sebastes&SpeciesName=entomelas
447,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3971&GenusName=Sebastes&SpeciesName=goodei
448,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3972&GenusName=Sebastes&SpeciesName=helvomaculatus
449,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=505&GenusName=Sebastes&SpeciesName=mentella
450,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3983&GenusName=Sebastes&SpeciesName=mystinus
451,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=501&GenusName=Sebastes&SpeciesName=norvegicus
452,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3987&GenusName=Sebastes&SpeciesName=paucispinis
453,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3989&GenusName=Sebastes&SpeciesName=pinniger
454,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3990&GenusName=Sebastes&SpeciesName=polyspinis
455,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3997&GenusName=Sebastes&SpeciesName=rubrivinctus
456,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4009&GenusName=Sebastolobus&SpeciesName=alascanus
457,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1954&GenusName=Selar&SpeciesName=boops
458,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=387&GenusName=Selar&SpeciesName=crumenophthalmus
459,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=388&GenusName=Selaroides&SpeciesName=leptolepis
460,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=378&GenusName=Selene&SpeciesName=setapinnis
461,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1005&GenusName=Seriola&SpeciesName=dumerili
462,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=382&GenusName=Seriola&SpeciesName=lalandi
463,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=381&GenusName=Seriola&SpeciesName=quinqueradiata
464,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=12918&GenusName=Seriolella&SpeciesName=brama
465,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=12919&GenusName=Seriolella&SpeciesName=caerulea
466,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=12922&GenusName=Seriolella&SpeciesName=punctata
467,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=611&GenusName=Setipinna&SpeciesName=taty
468,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4614&GenusName=Siganus&SpeciesName=argenteus
469,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4142&GenusName=Sigmistes&SpeciesName=smithi
470,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=7925&GenusName=Sillago&SpeciesName=maculata
471,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4544&GenusName=Sillago&SpeciesName=sihama
472,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=289&GenusName=Silurus&SpeciesName=glanis
473,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=525&GenusName=Solea&SpeciesName=solea
474,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1164&GenusName=Sparus&SpeciesName=aurata
475,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5030&GenusName=Sphyraena&SpeciesName=afra
476,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3678&GenusName=Sphyraena&SpeciesName=argentea
477,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1235&GenusName=Sphyraena&SpeciesName=barracuda
478,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3679&GenusName=Sphyraena&SpeciesName=borealis
479,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1236&GenusName=Sphyraena&SpeciesName=guachancho
480,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4827&GenusName=Sphyraena&SpeciesName=jello
